T,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40
0,0.06765,-0.00022,-0.01511,0.17873,0.64312,0.06722,-0.24174,-0.10999,-0.59636,-1.79062,-0.21756,-0.10838,-5.25484,-1.77853,7.18493,6.4315,0.59185,2.09756,-0.87493,-4.63794,0.99653,1.76053,4.01456,1.80509,-0.1929,0.63213,-0.79466,0.05682,0.541,-0.12788,-0.03953,-0.02854,-0.01793,-0.80648,-0.08116,-0.19949,-0.04542,-0.01245,0.026,0.01117
0.02,0.06954,0.00187,-0.012,0.19287,0.78527,0.08175,-0.33676,-0.1109,-0.72984,-1.99557,-0.25225,-0.12451,-5.73707,-1.95142,8.68282,7.86191,0.84274,2.56464,-1.0312,-5.02359,0.97463,2.03898,4.98237,1.77927,-0.11241,0.70206,-0.94454,0.08784,0.78634,-0.15881,-0.0541,-0.04388,-0.02638,-0.97001,-0.09816,-0.23122,-0.05279,-0.01533,0.03149,0.01397
0.04,0.07017,0.00489,-0.00674,0.2058,0.96504,0.10054,-0.46314,-0.10832,-0.89962,-2.22686,-0.29548,-0.14364,-6.24227,-2.1336,10.56185,9.6763,1.2052,3.16346,-1.21851,-5.41635,0.90937,2.37355,6.22198,1.68124,0.00983,0.78023,-1.13002,0.1295,1.11362,-0.19837,-0.07335,-0.06432,-0.03757,-1.17515,-0.11969,-0.27038,-0.06076,-0.01905,0.03855,0.01766
0.06,0.06954,0.00889,0.00089,0.21565,1.1719,0.12254,-0.61437,-0.1019,-1.09668,-2.46922,-0.34619,-0.16469,-6.73449,-2.29952,12.68484,11.76647,1.68318,3.86452,-1.42028,-5.78899,0.78341,2.77616,7.65696,1.46646,0.18435,0.8546,-1.33975,0.18077,1.50918,-0.24403,-0.0964,-0.08913,-0.05107,-1.40992,-0.14399,-0.31412,-0.06826,-0.02342,0.04681,0.02206
0.08,0.0675,0.01386,0.01107,0.2198,1.39025,0.14624,-0.78076,-0.09112,-1.30732,-2.69917,-0.4021,-0.18593,-7.15683,-2.4165,14.86182,13.97399,2.27391,4.62223,-1.61395,-6.0972,0.57946,3.24702,9.17752,1.09067,0.41902,0.91055,-1.55689,0.23951,1.951,-0.29219,-0.12183,-0.11703,-0.06614,-1.65654,-0.16875,-0.35848,-0.07389,-0.02816,0.05568,0.02692
0.1,0.06377,0.01971,0.02385,0.21518,1.60136,0.16984,-0.9507,-0.07527,-1.51476,-2.88718,-0.45979,-0.20516,-7.43525,-2.44927,16.87634,16.11017,2.96867,5.38063,-1.77376,-6.28231,0.28413,3.76907,10.65518,0.52051,0.71625,0.93348,-1.7611,0.30262,2.41095,-0.33865,-0.14792,-0.14628,-0.08181,-1.89349,-0.19143,-0.39906,-0.07603,-0.03294,0.0645,0.03192
0.12,0.05794,0.02624,0.03922,0.19849,1.78526,0.19157,-1.11179,-0.05358,-1.70079,-3.00077,-0.51506,-0.21992,-7.48593,-2.36514,18.51131,17.97623,3.75338,6.07916,-1.87352,-6.27724,-0.10804,4.30493,11.95707,-0.2568,1.07071,0.91121,-1.93064,0.36613,2.85679,-0.37912,-0.17274,-0.17482,-0.09691,-2.09778,-0.20965,-0.43158,-0.07299,-0.03738,0.07258,0.03674
0.14,0.04954,0.03317,0.05698,0.16668,1.92278,0.20986,-1.2519,-0.0253,-1.84762,-3.00852,-0.56338,-0.22773,-7.22562,-2.13933,19.57499,19.38428,4.60888,6.65894,-1.88981,-6.01517,-0.59083,4.79637,12.96021,-1.22499,1.46765,0.83643,-2.04466,0.42531,3.25442,-0.40968,-0.19434,-0.20032,-0.11017,-2.24742,-0.22153,-0.45248,-0.06314,-0.04113,0.07933,0.04105
0.16,0.0382,0.0401,0.0768,0.11735,1.99773,0.22363,-1.36033,0.00999,-1.93978,-2.88444,-0.6004,-0.22641,-6.58382,-1.76042,19.9265,20.17889,5.51104,7.0691,-1.80514,-5.43982,-1.14318,5.16633,13.56568,-2.33267,1.88202,0.70873,-2.08568,0.475,3.57032,-0.42721,-0.2109,-0.22033,-0.12029,-2.32394,-0.2259,-0.45944,-0.04508,-0.04387,0.08427,0.04461
0.18,0.02376,0.04654,0.09813,0.04931,1.99883,0.23246,-1.4288,0.05229,-1.96594,-2.61223,-0.62254,-0.21438,-5.51483,-1.23475,19.49802,20.25681,6.43015,7.27254,-1.61106,-4.51546,-1.72743,5.32335,13.71124,-3.49097,2.2789,0.53605,-2.04191,0.50986,3.77437,-0.42986,-0.22089,-0.23251,-0.12602,-2.31485,-0.22259,-0.4517,-0.01785,-0.04538,0.08716,0.04723
