T,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40
0,-0.00992,-0.0014,-0.02173,0.26641,-0.12379,-0.02502,0.10647,-0.01946,-0.00625,0.163,0.04621,-0.0008,-0.01741,-0.50128,1.43164,0.0476,-4.88685,-1.06109,-0.89556,0.72524,0.05596,-0.54264,0.51249,0.01997,0.00196,0.02541,0.11018,-0.09131,-0.26117,-0.03411,0.00484,-0.00083,0.00402,0.20374,-0.08893,-0.242,-0.04016,0.00679,0.00044,-0.0002
0.02,-0.01027,-0.00144,-0.02223,0.27273,-0.12594,-0.02572,0.10798,-0.01974,-0.00625,0.16667,0.04758,-0.00081,-0.01774,-0.51117,1.45874,0.05005,-4.97391,-1.07958,-0.91176,0.74152,0.05713,-0.55534,0.53108,0.02337,0.00149,0.02616,0.11212,-0.09268,-0.26368,-0.03471,0.0047,-0.00104,0.00388,0.20766,-0.08841,-0.23698,-0.04099,0.00812,-0.00044,-0.00081
0.04,-0.01058,-0.00147,-0.0225,0.27579,-0.12609,-0.0262,0.10758,-0.01969,-0.00591,0.16837,0.04875,-0.00083,-0.0176,-0.51381,1.46407,0.05266,-4.98314,-1.08089,-0.91379,0.74856,0.05849,-0.56334,0.54788,0.03038,-0.00055,0.02716,0.11232,-0.09252,-0.26064,-0.03475,0.00431,-0.00139,0.00354,0.20856,-0.08562,-0.22383,-0.04126,0.00996,-0.00177,-0.0017
0.06,-0.01089,-0.0015,-0.02259,0.27586,-0.12423,-0.02649,0.10521,-0.01934,-0.00512,0.1683,0.04993,-0.00083,-0.01687,-0.5094,1.44788,0.05563,-4.91447,-1.06492,-0.90166,0.74699,0.06059,-0.5682,0.5647,0.04253,-0.00489,0.02871,0.11078,-0.09083,-0.25169,-0.03423,0.00364,-0.00192,0.00296,0.2065,-0.08045,-0.20186,-0.04101,0.01243,-0.00364,-0.00293
0.08,-0.01124,-0.00152,-0.02253,0.27309,-0.12031,-0.02664,0.10078,-0.01868,-0.00375,0.16661,0.05131,-0.00083,-0.01541,-0.49802,1.40994,0.05915,-4.76621,-1.03122,-0.87507,0.7372,0.06402,-0.57144,0.5831,0.06151,-0.01232,0.03112,0.10747,-0.08759,-0.23637,-0.03313,0.00263,-0.00267,0.00211,0.20151,-0.07283,-0.17048,-0.04023,0.01564,-0.0061,-0.00454
0.1,-0.01165,-0.00154,-0.02236,0.26754,-0.11428,-0.02666,0.09422,-0.01771,-0.00168,0.1634,0.05307,-0.00082,-0.01309,-0.47957,1.34971,0.06331,-4.53573,-0.97917,-0.83353,0.71933,0.06943,-0.57448,0.60422,0.08898,-0.02373,0.03472,0.10233,-0.08279,-0.21428,-0.03143,0.00123,-0.00368,0.00096,0.19352,-0.06277,-0.12951,-0.03892,0.01963,-0.0092,-0.00655
0.12,-0.01214,-0.00156,-0.0221,0.25917,-0.10607,-0.02658,0.08547,-0.01646,0.00121,0.15873,0.05534,-0.00081,-0.00976,-0.45399,1.26667,0.0681,-4.22102,-0.90829,-0.77665,0.69335,0.07742,-0.57857,0.6286,0.12638,-0.03992,0.03983,0.09533,-0.07642,-0.18518,-0.02912,-0.00058,-0.00499,-0.00051,0.1825,-0.05043,-0.07945,-0.03709,0.02437,-0.0129,-0.00893
0.14,-0.01271,-0.00159,-0.02179,0.24792,-0.09572,-0.02637,0.07458,-0.01494,0.00501,0.15267,0.05821,-0.0008,-0.00528,-0.42137,1.161,0.07339,-3.82296,-0.81878,-0.70455,0.6593,0.08858,-0.58479,0.65596,0.17467,-0.06158,0.0467,0.08651,-0.06857,-0.14924,-0.02619,-0.00279,-0.00657,-0.00228,0.1685,-0.03625,-0.02191,-0.03472,0.02969,-0.01706,-0.01158
0.16,-0.01334,-0.00161,-0.02143,0.23382,-0.08342,-0.02602,0.06182,-0.01323,0.00977,0.14531,0.06172,-0.00078,0.0004,-0.38225,1.03437,0.0788,-3.34846,-0.71224,-0.61842,0.61746,0.10333,-0.59399,0.68494,0.23394,-0.08904,0.05548,0.07603,-0.05947,-0.10734,-0.0227,-0.00536,-0.00841,-0.00429,0.15176,-0.02104,0.03993,-0.03187,0.03525,-0.02145,-0.01433
0.18,-0.014,-0.00164,-0.02105,0.21703,-0.06963,-0.02549,0.04772,-0.01142,0.01539,0.13687,0.06576,-0.00076,0.00725,-0.33792,0.89102,0.08375,-2.81463,-0.59257,-0.52128,0.56878,0.12182,-0.60672,0.71286,0.30288,-0.12213,0.06613,0.06427,-0.04956,-0.0614,-0.01877,-0.00816,-0.01041,-0.00643,0.13285,-0.00613,0.10069,-0.0286,0.04051,-0.02561,-0.01689
