T,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40
0,-0,-0.0001,-0.00012,0.52226,-0.34787,-0.0573,0.80248,-0.01691,-0.13993,-0.16029,0.0524,-0.0168,-0.35781,-0.03243,-0.33534,0.46486,2.55948,0.39891,0.17362,-0.38662,0.0692,0.14241,0.52855,-2.61781,0.5324,-0.15663,0.55386,-0.00272,-0.0119,-0.34928,-0.11555,-0.06259,-0.06962,0.6237,0.05117,0.12658,-0.42139,-0.11755,0.02212,0.05042
0.02,0.0006,-2e-05,-0.00024,0.52165,-0.34758,-0.05712,0.80298,-0.01721,-0.13913,-0.16119,0.05219,-0.01682,-0.36047,-0.03862,-0.31043,0.46902,2.47046,0.37424,0.15906,-0.38719,0.073,0.13065,0.5312,-2.53616,0.5047,-0.14423,0.55277,-0.00476,-0.02441,-0.34916,-0.11495,-0.06149,-0.069,0.6228,0.05088,0.1245,-0.42135,-0.11755,0.02249,0.05055
0.04,0.00121,6e-05,-0.00036,0.52105,-0.34728,-0.05695,0.80349,-0.01752,-0.13832,-0.16209,0.05198,-0.01684,-0.36313,-0.04478,-0.28564,0.47318,2.38186,0.3497,0.14457,-0.38776,0.07678,0.11894,0.53385,-2.45475,0.47708,-0.13187,0.55167,-0.00679,-0.03689,-0.34904,-0.11434,-0.06039,-0.06838,0.6219,0.05059,0.12243,-0.42132,-0.11754,0.02285,0.05069
0.06,0.00181,0.00014,-0.00048,0.52045,-0.34699,-0.05677,0.80399,-0.01782,-0.13752,-0.16299,0.05177,-0.01685,-0.36578,-0.05094,-0.26082,0.47733,2.29315,0.32511,0.13005,-0.38833,0.08057,0.10722,0.5365,-2.37335,0.44946,-0.1195,0.55058,-0.00882,-0.04937,-0.34892,-0.11374,-0.0593,-0.06777,0.621,0.05031,0.12036,-0.42128,-0.11754,0.02322,0.05082
0.08,0.00241,0.00022,-0.00061,0.51985,-0.3467,-0.0566,0.80449,-0.01813,-0.13672,-0.16388,0.05156,-0.01687,-0.36844,-0.05714,-0.23586,0.4815,2.20393,0.30039,0.11546,-0.38889,0.08437,0.09546,0.53915,-2.29169,0.42176,-0.1071,0.5495,-0.01085,-0.06186,-0.3488,-0.11313,-0.0582,-0.06715,0.62011,0.05002,0.11829,-0.42125,-0.11754,0.02359,0.05095
0.1,0.00301,0.0003,-0.00073,0.51925,-0.3464,-0.05642,0.80499,-0.01844,-0.13592,-0.1648,0.05136,-0.01689,-0.37108,-0.06321,-0.2114,0.48564,2.11664,0.27621,0.10119,-0.38947,0.08813,0.08383,0.5418,-2.21083,0.39433,-0.09481,0.5484,-0.01288,-0.07432,-0.34868,-0.11253,-0.05711,-0.06653,0.6192,0.04973,0.11623,-0.42121,-0.11754,0.02395,0.05109
0.12,0.00361,0.00038,-0.00085,0.51864,-0.34612,-0.05624,0.8055,-0.01874,-0.13511,-0.16567,0.05114,-0.01691,-0.37375,-0.06953,-0.18599,0.48982,2.02561,0.25098,0.08629,-0.39003,0.09196,0.07196,0.54446,-2.12846,0.36637,-0.08231,0.54732,-0.01492,-0.08685,-0.34857,-0.11192,-0.05601,-0.06592,0.61832,0.04944,0.11414,-0.42118,-0.11754,0.02432,0.05122
0.14,0.00422,0.00046,-0.00097,0.51804,-0.34582,-0.05607,0.806,-0.01905,-0.13431,-0.16659,0.05094,-0.01693,-0.3764,-0.07563,-0.16143,0.49396,1.93794,0.22669,0.07195,-0.3906,0.09573,0.06031,0.5471,-2.04747,0.3389,-0.07,0.54622,-0.01695,-0.0993,-0.34845,-0.11132,-0.05491,-0.0653,0.61741,0.04915,0.11208,-0.42114,-0.11754,0.02468,0.05135
0.16,0.00482,0.00054,-0.0011,0.51745,-0.3455,-0.05591,0.80649,-0.01935,-0.13352,-0.16753,0.05074,-0.01695,-0.37903,-0.08142,-0.13799,0.4981,1.85475,0.20365,0.05836,-0.39122,0.09941,0.04894,0.54973,-1.96818,0.31202,-0.05795,0.5451,-0.01895,-0.11169,-0.34833,-0.11072,-0.05382,-0.06469,0.61648,0.04889,0.11007,-0.42111,-0.11753,0.02504,0.05148
0.18,0.00541,0.00061,-0.00122,0.51681,-0.3453,-0.0557,0.80704,-0.01965,-0.13268,-0.16821,0.05049,-0.01697,-0.38177,-0.08888,-0.10837,0.50236,1.74691,0.17373,0.04066,-0.39163,0.10356,0.03597,0.55247,-1.87914,0.28174,-0.04445,0.54412,-0.02108,-0.12454,-0.34821,-0.11009,-0.0527,-0.06405,0.61569,0.04853,0.10778,-0.42107,-0.11754,0.02544,0.05163
0.2,0.00603,0.0007,-0.00135,0.51628,-0.34483,-0.05558,0.80747,-0.01998,-0.13195,-0.16954,0.05034,-0.01699,-0.38428,-0.09287,-0.09162,0.50633,1.69032,0.15812,0.0315,-0.39247,0.10674,0.02638,0.55495,-1.81068,0.25865,-0.03401,0.54282,-0.02294,-0.13636,-0.3481,-0.10953,-0.05164,-0.06347,0.61459,0.04836,0.10607,-0.42105,-0.11753,0.02575,0.05174
0.22,0.00669,0.00079,-0.00151,0.51609,-0.34376,-0.05575,0.80744,-0.02035,-0.13151,-0.17201,0.05048,-0.01702,-0.38602,-0.0868,-0.11204,0.50964,1.78206,0.18375,0.04721,-0.39445,0.10727,0.0261,0.55696,-1.799,0.25528,-0.03201,0.54083,-0.0241,-0.14574,-0.34798,-0.10915,-0.05072,-0.06302,0.61285,0.04875,0.10608,-0.42106,-0.11748,0.02582,0.05176
