T,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40
0,0.00404,-0.00268,0.01376,0.02381,-0.04465,-0.01318,0.00399,-0.00018,-0.04134,0.01672,-0.00613,-0.00025,-0.64296,-0.03311,0.12445,0.27078,-0.04856,-0.08565,-0.0022,0.8365,-0.19971,-0.39113,0.18397,-0.11861,-0.06279,0.03589,0.04703,-0.10784,-0.69327,-0.02877,0.04963,0.06705,0.04402,0.04709,0.17014,0.50927,0.0145,0.03796,-0.05689,-0.03909
0.02,0.00417,-0.0027,0.01416,0.02484,-0.04554,-0.01326,0.00371,-0.00056,-0.04184,0.01694,-0.00593,-0.00025,-0.64936,-0.03902,0.15405,0.27642,-0.05353,-0.09271,-0.0031,0.96147,-0.19866,-0.49189,0.18693,-0.12051,-0.06704,0.03837,0.04811,-0.10975,-0.70636,-0.02969,0.05048,0.0683,0.04479,0.04769,0.17211,0.51295,0.01599,0.03833,-0.05755,-0.03948
0.04,0.00434,-0.00266,0.01457,0.02595,-0.046,-0.01295,0.00329,-0.00107,-0.04134,0.01653,-0.00563,-0.00024,-0.65641,-0.04715,0.18094,0.28212,-0.05935,-0.10187,-0.00477,1.1045,-0.19826,-0.60514,0.19473,-0.12137,-0.07064,0.04257,0.0488,-0.10979,-0.70905,-0.03033,0.05059,0.06854,0.04487,0.04766,0.17124,0.50652,0.01788,0.03799,-0.05724,-0.03916
0.06,0.00459,-0.00257,0.01507,0.02729,-0.04619,-0.01217,0.00275,-0.00173,-0.03974,0.01532,-0.0053,-0.00023,-0.67066,-0.05807,0.20021,0.29007,-0.0662,-0.11407,-0.00749,1.26405,-0.2013,-0.72535,0.21152,-0.12166,-0.07325,0.04935,0.04923,-0.1079,-0.70155,-0.03073,0.04998,0.06781,0.04427,0.04708,0.16763,0.48983,0.02031,0.03692,-0.05598,-0.03814
0.08,0.00496,-0.00243,0.01576,0.029,-0.04625,-0.01083,0.00213,-0.00254,-0.03685,0.0131,-0.00499,-0.0002,-0.69965,-0.07222,0.2052,0.30266,-0.07413,-0.13014,-0.01154,1.43405,-0.21107,-0.84259,0.24201,-0.12192,-0.07436,0.05969,0.04954,-0.10393,-0.68383,-0.03088,0.04864,0.06612,0.043,0.04607,0.16139,0.4627,0.02338,0.03509,-0.0538,-0.03643
0.1,0.00551,-0.00223,0.01673,0.03119,-0.04632,-0.00886,0.00147,-0.00347,-0.03252,0.00964,-0.0048,-0.00017,-0.75171,-0.08982,0.18729,0.32239,-0.08298,-0.1507,-0.0172,1.60237,-0.23136,-0.94144,0.29133,-0.12268,-0.07323,0.0745,0.04988,-0.09775,-0.65574,-0.03079,0.04661,0.06345,0.04104,0.04474,0.15264,0.42515,0.02714,0.03251,-0.05072,-0.03403
0.12,0.00628,-0.00197,0.01806,0.03394,-0.04654,-0.00619,0.00085,-0.00449,-0.02661,0.00473,-0.00485,-0.00013,-0.83561,-0.11073,0.1359,0.35176,-0.09229,-0.17597,-0.02469,1.7491,-0.26632,-0.99978,0.36466,-0.12455,-0.06893,0.0946,0.05037,-0.08922,-0.61713,-0.0304,0.04388,0.05981,0.03839,0.04322,0.14162,0.37763,0.03155,0.02918,-0.04682,-0.031
0.14,0.0073,-0.00168,0.01983,0.03727,-0.04707,-0.00277,0.00038,-0.0055,-0.01903,-0.00182,-0.00528,-8e-05,-0.96003,-0.13423,0.03876,0.39303,-0.10125,-0.20561,-0.03408,1.84503,-0.3202,-0.988,0.4667,-0.12813,-0.06031,0.12053,0.05111,-0.07828,-0.56819,-0.02966,0.04051,0.05524,0.03508,0.0417,0.12874,0.32139,0.03644,0.02518,-0.04221,-0.02741
0.16,0.00859,-0.00135,0.02205,0.04109,-0.04802,0.00137,0.00022,-0.00638,-0.00984,-0.01007,-0.00623,-2e-05,-1.13263,-0.15887,-0.11755,0.44793,-0.10857,-0.23843,-0.04529,1.85033,-0.39707,-0.86857,0.60094,-0.13401,-0.04608,0.15231,0.05219,-0.06502,-0.50979,-0.02848,0.03658,0.04982,0.03118,0.04041,0.11471,0.25901,0.0415,0.02065,-0.03714,-0.02344
0.18,0.01014,-0.00101,0.02471,0.0452,-0.04954,0.00612,0.00054,-0.00695,0.00072,-0.01995,-0.0079,3e-05,-1.35878,-0.1822,-0.34656,0.51721,-0.11243,-0.27209,-0.05793,1.71359,-0.50014,-0.59615,0.76858,-0.14277,-0.02489,0.18927,0.05367,-0.04982,-0.44402,-0.02677,0.0323,0.04377,0.02685,0.03962,0.10064,0.19491,0.04617,0.01588,-0.03196,-0.01937
0.2,0.0119,-0.0007,0.02772,0.04928,-0.05171,0.01126,0.00156,-0.00698,0.01215,-0.03119,-0.01048,9e-05,-1.64038,-0.20069,-0.66022,0.60045,-0.11048,-0.30305,-0.07126,1.37566,-0.63129,-0.1221,0.96787,-0.15481,0.00445,0.22974,0.05557,-0.0334,-0.37437,-0.02443,0.02795,0.03744,0.02236,0.03973,0.0881,0.13544,0.04964,0.01128,-0.02722,-0.01563
0.22,0.01381,-0.00046,0.03098,0.05294,-0.05462,0.01649,0.00343,-0.00619,0.02381,-0.04333,-0.01421,0.00013,-1.97585,-0.21025,-1.06657,0.69661,-0.10032,-0.32726,-0.08441,0.78529,-0.79084,0.59089,1.19518,-0.17008,0.04244,0.2713,0.05789,-0.01664,-0.3051,-0.0214,0.02386,0.03123,0.01803,0.04125,0.07871,0.08745,0.05077,0.00728,-0.02346,-0.01263
0.24,0.01578,-0.00034,0.03435,0.05587,-0.05826,0.02157,0.00611,-0.00434,0.03509,-0.05591,-0.01936,0.00014,-2.36067,-0.20697,-1.56657,0.80504,-0.08012,-0.34131,-0.0966,-0.07729,-0.97756,1.54727,1.44697,-0.18761,0.08817,0.311,0.06062,-0.00035,-0.23988,-0.0177,0.02031,0.02551,0.01411,0.04491,0.07354,0.05584,0.04797,0.00421,-0.02105,-0.01067
0.26,0.01771,-0.00036,0.03776,0.05789,-0.06253,0.0263,0.00928,-0.00125,0.04552,-0.06842,-0.02628,0.00012,-2.78633,-0.1877,-2.15,0.92588,-0.04918,-0.34319,-0.10733,-1.1805,-1.18793,2.69988,1.72021,-0.2052,0.13863,0.34548,0.06374,0.01485,-0.18119,-0.01346,0.01748,0.02049,0.01078,0.05168,0.07275,0.04201,0.03926,0.00213,-0.02003,-0.00981
