T,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40
0,-0.00043,-0.0002,0.00039,0.49585,-0.54992,-0.11021,0.83468,0.05189,-0.07879,0.12484,-0.01685,-0.00645,-0.22886,-0.19163,-0.07824,0.48079,1.59832,0.07568,0.01716,-0.46144,0.3669,-0.38462,0.78476,-1.83324,0.24693,-0.02391,0.77563,-0.00852,-0.23855,-0.33924,-0.10442,-0.04072,-0.03122,0.80675,0.0111,0.0354,-0.43232,-0.10873,0.06206,0.04341
0.02,-0.0009,-0.00024,0.0005,0.49856,-0.54923,-0.11068,0.83568,0.05108,-0.07839,0.12826,-0.01736,-0.00646,-0.21277,-0.19181,-0.06689,0.48343,1.59598,0.07584,0.0169,-0.42703,0.35578,-0.36577,0.7876,-1.82789,0.24222,-0.0241,0.77563,-0.00673,-0.22897,-0.33897,-0.10463,-0.04238,-0.03217,0.80691,0.01179,0.03784,-0.43233,-0.10868,0.0615,0.04304
0.04,-0.00138,-0.00028,0.00061,0.50125,-0.54855,-0.11115,0.83669,0.05028,-0.07799,0.13167,-0.01788,-0.00647,-0.19673,-0.19199,-0.05556,0.48608,1.59365,0.076,0.01664,-0.39269,0.34469,-0.34698,0.79044,-1.82255,0.23753,-0.02429,0.77563,-0.00494,-0.21941,-0.33871,-0.10484,-0.04404,-0.03311,0.80706,0.01249,0.04027,-0.43234,-0.10863,0.06093,0.04266
0.06,-0.00185,-0.00032,0.00071,0.50395,-0.54786,-0.11161,0.83769,0.04947,-0.07758,0.13508,-0.01839,-0.00648,-0.18069,-0.19216,-0.04425,0.48871,1.59132,0.07616,0.01639,-0.35838,0.3336,-0.32818,0.79327,-1.81721,0.23284,-0.02448,0.77563,-0.00316,-0.20986,-0.33844,-0.10505,-0.0457,-0.03405,0.80721,0.01318,0.0427,-0.43236,-0.10858,0.06037,0.04229
0.08,-0.00232,-0.00037,0.00082,0.50665,-0.54718,-0.11208,0.8387,0.04867,-0.07718,0.13849,-0.01891,-0.00649,-0.16462,-0.19234,-0.03292,0.49135,1.58898,0.07631,0.01613,-0.32401,0.32249,-0.30932,0.79611,-1.81187,0.22814,-0.02467,0.77563,-0.00137,-0.20028,-0.33817,-0.10527,-0.04736,-0.035,0.80737,0.01387,0.04513,-0.43237,-0.10853,0.05981,0.04192
0.1,-0.00279,-0.00041,0.00093,0.50934,-0.54649,-0.11254,0.8397,0.04787,-0.07678,0.14188,-0.01942,-0.00649,-0.14862,-0.19251,-0.0216,0.49401,1.58669,0.07649,0.01587,-0.28976,0.31145,-0.29069,0.79894,-1.80652,0.22345,-0.02486,0.77563,0.0004,-0.19078,-0.3379,-0.10548,-0.04901,-0.03594,0.80752,0.01457,0.04756,-0.43238,-0.10848,0.05925,0.04154
0.12,-0.00326,-0.00045,0.00103,0.51205,-0.54581,-0.11301,0.84071,0.04706,-0.07638,0.14532,-0.01993,-0.0065,-0.1325,-0.1927,-0.01028,0.49662,1.58429,0.07662,0.01562,-0.2553,0.30027,-0.27162,0.80178,-1.80119,0.21875,-0.02506,0.77563,0.0022,-0.18114,-0.33764,-0.10569,-0.05068,-0.03689,0.80768,0.01526,0.05,-0.43239,-0.10843,0.05868,0.04117
0.14,-0.00373,-0.00049,0.00114,0.51474,-0.54512,-0.11348,0.84172,0.04625,-0.07598,0.14872,-0.02045,-0.00651,-0.1165,-0.19287,0.00104,0.49927,1.58199,0.07679,0.01536,-0.22104,0.28922,-0.25295,0.80461,-1.79585,0.21406,-0.02524,0.77563,0.00397,-0.17163,-0.33737,-0.1059,-0.05233,-0.03783,0.80783,0.01595,0.05242,-0.4324,-0.10838,0.05812,0.0408
0.16,-0.00421,-0.00053,0.00125,0.5174,-0.54443,-0.11394,0.8427,0.04546,-0.07558,0.15206,-0.02095,-0.00652,-0.10061,-0.19303,0.01236,0.50197,1.57982,0.07702,0.0151,-0.18698,0.27833,-0.23476,0.80745,-1.79047,0.20939,-0.02542,0.77563,0.00572,-0.16228,-0.3371,-0.10611,-0.05396,-0.03875,0.80798,0.01664,0.05484,-0.43241,-0.10833,0.05756,0.04043
0.18,-0.00467,-0.00058,0.00135,0.52023,-0.54377,-0.11442,0.84377,0.04462,-0.07515,0.1557,-0.0215,-0.00653,-0.08396,-0.19325,0.02371,0.50443,1.57692,0.07695,0.01486,-0.15163,0.26651,-0.2138,0.81028,-1.78524,0.20461,-0.02566,0.77565,0.00765,-0.15198,-0.33684,-0.10633,-0.05574,-0.03976,0.80815,0.01736,0.05732,-0.43242,-0.10827,0.05699,0.04004
