J27_p,J28_p,J29_p,J30_p,J34_p,J35_p,J36_p,J37_p,J20_p,J21_p,J22_p,J23_p,J13_p,J14_p,J15_p,J16_p
0.997894521067,0.9538098071155,0.9956209532788,0.49526840767305996,0.997414838272,0.93997774626024,0.882918395144,0.37919371032104,0.9873121905087499,0.7168086314587799,0.8917038781637001,0.56376666040334,0.9862999053614,0.89966231234588,0.94936551627722,0.5589149816585599
0.99785576956972,0.95483504277358,0.9944169487988,0.49436476197224,0.9975189177092801,0.93969726514426,0.884293132256,0.38706870313994,0.9875187750171499,0.71753606779608,0.8933045656532,0.562098645374,0.9863831198263999,0.9001944020479999,0.94969773360768,0.55827524503214
0.99781739724748,0.95585558574688,0.9930698248912,0.49347896491594,0.997620126988,0.93940642454986,0.8856440931840001,0.39485265390496,0.9877220807543999,0.7182594762479999,0.8948773561872,0.5604355285913599,0.9864644233287501,0.9007226919996699,0.9500288602624999,0.55764315152126
0.9977797897515199,0.9568779324095801,0.9915762095312001,0.4926204016585001,0.9977185133747201,0.9390759597464999,0.8869559823359999,0.40258686975850005,0.9879216252943499,0.7189882517295,0.8964194326528,0.558785452184,0.98654383081835,0.9012495821682801,0.95036441827802,0.55699438103486
0.9977340947396799,0.9578084483800801,0.98996548213,0.4915181369055401,0.9978210316010799,0.9389493681590401,0.8884769595840001,0.41032167560266003,0.98813349198315,0.71970828244992,0.8980761183888,0.5570673914470401,0.9866350792587499,0.90177744715712,0.9506749982544799,0.55636949045624
0.9977062339466801,0.95889984668478,0.98813804653,0.4909946098018601,0.99790736088748,0.9383829749149599,0.8894877909539999,0.41786609668234004,0.98831271535875,0.7204525305352799,0.8994444110848001,0.5554841521153401,0.9866992058414,0.90229679485823,0.95103397990632,0.55571978701304
0.997719628075,0.96046825726048,0.9859722378388002,0.49166766661114,0.99796290468032,0.93668795534184,0.8893337630339999,0.42547123870696,0.98840794598235,0.7212635181583199,0.9001344440037,0.55424807844206,0.9866959210616,0.902786421503,0.9515536353460199,0.5548988574596599
0.99775331302448,0.96217656282112,0.9835217227828001,0.49304977414826,0.99800277490352,0.93449649152394,0.8886393107939999,0.43279937132776003,0.9884717254135998,0.72209422220568,0.9005299047952,0.55316510618624,0.9866641472174,0.90326775062492,0.9521157352572199,0.5540690308700601
0.99778272206128,0.96376698383182,0.9809010544208,0.4943461216,0.99804398013388,0.932431849984,0.88803569625,0.4398744984665,0.9885490433144,0.7229116105954201,0.9009990782693,0.55203187385006,0.9866400175646001,0.90375023770447,0.9526386091780199,0.55329545808896
0.99778748299148,0.9653473963979999,0.9782134380052001,0.49450455381434,0.99810584347952,0.93060551209114,0.8880434452160001,0.44818142912650005,0.9886276183711499,0.7237629607930199,0.9017146761908,0.55080735123806,0.9866378228749999,0.90422683072508,0.95323190817512,0.55231735531136
0.9978507207441201,0.96686308436992,0.9750239057012001,0.49734279699304007,0.9981200587692801,0.928058512456,0.886659907464,0.45373657810874,0.98869431985875,0.72454889781942,0.9018352355453,0.5498101737265401,0.986582896875,0.904713937447,0.9536722119904999,0.5517544618715001
0.9980384645229999,0.96841982020702,0.9708040357072,0.5060214927760001,0.9980072968749999,0.92356990099944,0.881288322474,0.45200118680224005,0.9887432098424,0.72518389090902,0.9004956832925001,0.5493684470953399,0.9863930884766,0.90524179209152,0.9537539824957799,0.55226842209464
0.9982748966067201,0.96987163836472,0.9658749772288,0.51747858269626,0.99784205200748,0.91823676425466,0.8743846983360001,0.44753864228026,0.9887794305656,0.72573873572448,0.8985384787677001,0.54917205462206,0.9861483612685998,0.90578213792768,0.95367043357088,0.5532221374834999
0.9984854941169199,0.9712013602795,0.9606424141491999,0.5283333002660001,0.9976928011457199,0.91308456435066,0.8680694874560001,0.44422138866506006,0.98881709819435,0.7263034576810199,0.8967714857917001,0.54891831768704,0.98592342037875,0.90631166452592,0.9536188445945,0.5540283332261601
0.998628481075,0.9729880733394999,0.9554335396432001,0.53567685503546,0.9975401744810799,0.90760729552314,0.860987138714,0.441197979296,0.98887222907235,0.7269873481546201,0.8952543664468,0.5484433923500001,0.9857063125003499,0.90684663918383,0.953752205642,0.55461420013496
0.9988834675,0.97371828578878,0.9490112074292001,0.55063057486234,0.9973679916395201,0.90218481410746,0.854709994056,0.43689832053224,0.98888624055515,0.7274008129384799,0.8930499009925,0.54847615384376,0.9854560671134001,0.90736855427263,0.9534567760860799,0.55576040740574
0.99935536982668,0.9715359401567201,0.93877633717,0.5846329206631401,0.99715825588528,0.89722804309536,0.8511757301759999,0.4295669280298601,0.9887995278776,0.7271679159375,0.8888879937973,0.5498510633842401,0.98512268658515,0.90789820386623,0.95204700860618,0.55839674966624
0.9997632680427201,0.9681716391116799,0.9267162647631999,0.6242878729625,0.9969276747999999,0.8924593331730599,0.848717920584,0.42103184000000005,0.9886680670191501,0.7266453304455,0.8840026622413,0.55172181952286,0.9847573959775999,0.90840799293575,0.95016543196298,0.56156614530656
0.9999776978680001,0.96520242985272,0.9147021622592,0.659304599296,0.9966975730750001,0.88755606829056,0.8459038377060001,0.41305611500554,0.988550058915,0.7261990254691799,0.8794304724357,0.55334433515,0.9844042689751499,0.90889807418167,0.94842425222762,0.56446676023136
1.0000316119946802,0.96183538637368,0.8986711675648,0.69148901842906,0.9964426029956801,0.88200240564826,0.842264723114,0.40445955185000004,0.9884600032531501,0.7259996924611799,0.8742039372197,0.55506147793406,0.98402729190875,0.90949629307007,0.9467810115852799,0.56746196517374
0.99991103665072,0.95860361053368,0.8878838289152,0.7254050427865,0.9962117407073199,0.87758729857704,0.8405217344959999,0.39678832562216004,0.9882952653483499,0.7252123351786199,0.8699464804468,0.556677933056,0.9836834257287499,0.90986292494428,0.9447398550532199,0.5703270000514999
0.99934911153292,0.95629713656958,0.8955926543732,0.7666831979090601,0.99606908942732,0.87606519558144,0.8442541266,0.39191267179936,0.9879700839533999,0.7229352469795199,0.8685378182933,0.5579349431435,0.9834356465503999,0.9095988426201199,0.9416711243484799,0.57290376432824
0.9981903252065201,0.9543169353020801,0.90897097837,0.8068557487239401,0.9959593992257201,0.87587079887656,0.8497519331939999,0.38809439965594006,0.98755692315875,0.72007560882648,0.8682909702068,0.55909305363704,0.983228451435,0.9091037910480699,0.93815252284008,0.5752980456572601
0.99659278871948,0.952158265632,0.9185977083087999,0.8411855747239402,0.9958332069050799,0.8753980584959999,0.854064928826,0.38391444952576004,0.98714914190235,0.7174750311994199,0.86768898125,0.5602819755514999,0.98300820740715,0.90871273051708,0.93474647345,0.57766183415294
0.994298122252,0.94966657742398,0.9290369792768,0.8766212809935402,0.99570051451568,0.8736102732390401,0.8594460346499999,0.37909043645344004,0.9868465998944,0.71496255917862,0.8663294908688001,0.56150157785696,0.98274974764715,0.90832312617968,0.93103693647488,0.5804928309635
0.99187294453868,0.94786923169408,0.9372820782772,0.8997064341625001,0.9955832952689199,0.87481284486504,0.862880141034,0.37583291364154003,0.986284343835,0.71214562985688,0.8668122211252,0.56267918551544,0.98258095082915,0.907868307575,0.9275966229189799,0.5822750946620601
0.9904418409162801,0.94773593875,0.9402369817408001,0.8997188911050402,0.99551086208012,0.88417284806184,0.8599577908560001,0.37672311473626,0.9849921124814001,0.70865153051622,0.8722304004853,0.56333988722816,0.98262854731115,0.90732011942848,0.9252129891305,0.58136866465976
0.98943867860672,0.94841542615288,0.9415102421199999,0.8912557318346601,0.99545406272512,0.89580750944544,0.8551598086500001,0.37916272906250004,0.9833622339584,0.70488212691078,0.8792317645516999,0.56404837735424,0.9827715684024001,0.90670783175303,0.9231895613144999,0.5794026804337401
0.9881611209281199,0.9489440983583199,0.94327283125,0.8859877653087402,0.9953858568107199,0.90543745340394,0.851639904224,0.38083461097514004,0.9817887490791499,0.701246172672,0.8851686777925001,0.564997495406,0.9828897823933999,0.90610049703575,0.920965152842,0.57782816105144
0.98664600666028,0.948547849432,0.9459577757428002,0.8828543016445601,0.9953325179633199,0.9156688844185,0.8459765505060001,0.38274110230504,0.9801092027486,0.69765965131992,0.8915057975668,0.5648206196326401,0.9829301303731499,0.90557037579983,0.9186713713629799,0.5765918076370401
0.98556216985792,0.9502610972155,0.9463726551700001,0.8726711565942402,0.99525113771008,0.9237442129674399,0.844153584906,0.38456239942906,0.97835542706835,0.6939809510947199,0.8968823693651999,0.56702096254904,0.9831502663551499,0.9048729149298801,0.9165119285271199,0.57440793645854
0.9856966036673199,0.9572272270155,0.9393228670708001,0.8432736531901599,0.99508791142828,0.92664504551034,0.85365771585,0.38551827393184,0.97661684484035,0.68996713318272,0.89985684292,0.57561571598846,0.98386727790635,0.90365148479623,0.9148406776653799,0.56970358571294
0.9863277270161199,0.96541373830462,0.9295915605712,0.8024874316882601,0.994892633723,0.92787860994954,0.866576484314,0.38639127298874004,0.9748230477531501,0.68590761628038,0.9019248343252,0.5864947250674399,0.9847315947383999,0.90227547888572,0.9132891049999999,0.56408056778336
0.98674681705648,0.9720585344888799,0.9214447340948001,0.76132783906984,0.9947065490739199,0.929845185834,0.8771841566340001,0.38743805281946003,0.9729503553171499,0.68199160983462,0.9042247943924999,0.59624948435,0.98547953074715,0.901006576028,0.91155909980672,0.5589068866235001
0.98709181988608,0.9779473424975801,0.9075398246452001,0.71509614884584,0.99451887651632,0.9318051834090599,0.8877332775360001,0.38793034592474007,0.9710217100623499,0.6777094487983201,0.9071147702517,0.6055434012721399,0.9862965714944,0.89949664538207,0.91024050348602,0.5533036044515001
0.98766962644268,0.98347133488318,0.90343090957,0.66531432167146,0.9943180309870001,0.93333079903104,0.897875665416,0.38956989389914004,0.9690181972587499,0.67424552770392,0.9084715662708001,0.6159915111764601,0.9869465742335999,0.89844666706903,0.9080604187197799,0.54834510073784
0.98878810925872,0.9889629725471799,0.9293937454292002,0.6135508500582401,0.99408324244492,0.93371712124456,0.906662951904,0.39404690946250004,0.9668447628749999,0.67301948481318,0.9059598530932,0.62906604610094,0.98714268434835,0.89858665725407,0.90329351260298,0.5449557120875
0.9900444008810799,0.99349514823928,0.9584285471488001,0.5596958497309601,0.9938364321537201,0.9338084542585,0.9150755106499999,0.39972663995434005,0.9646073947565998,0.6725906556604799,0.9018784952317,0.6431093116273401,0.98719000195715,0.899234661568,0.89752809165312,0.54235382267966
0.9911186749619201,0.99669754109758,0.9769022600512001,0.50346645652634,0.99359328742508,0.9342742844346601,0.9232644690659999,0.40503594807194,0.9623430091063999,0.67180441638168,0.8983718984692001,0.6564030708140001,0.9873105865784,0.899739097087,0.8920874093772799,0.53971143923006
0.99224746395392,0.9990641926720001,0.9917998340692001,0.43477187499176007,0.99331890446252,0.93367650858984,0.930392418554,0.40941549887386003,0.9597751972911499,0.67101906298752,0.8949828594213,0.6692272506130401,0.9874109030399999,0.89984462818652,0.8861359671373799,0.53562563118176
0.99310964220848,0.99988182697312,0.9980191024448002,0.38229823407946006,0.99309617714368,0.93526122216826,0.938432657834,0.41599456071296,0.9576405492014001,0.67039318036248,0.8908127208925001,0.68256339580256,0.9875124112983501,0.90091358311487,0.8806275640716199,0.53472815504384
0.993361839212,0.9998534472463799,0.9978122541652001,0.38506612481024005,0.99300839956672,0.94237805208666,0.9491624366660001,0.4279918714,0.9567755695694,0.6703447200255,0.8846802040157,0.69677395338014,0.98766890806715,0.9043698126358299,0.87656328748448,0.54239504956856
0.99341913236428,0.9995600468156801,0.9957682220368,0.40812551599514,0.992983774828,0.95104574839144,0.959889575816,0.44210880003434005,0.9564529126015999,0.6703667470319999,0.8777293469712001,0.7114322499286401,0.9878270330744,0.90869899387648,0.873164167328,0.5531243673169399
0.9935702920305199,0.9993058407280001,0.9943417071567999,0.42162009516586,0.9929422041860801,0.95839059632104,0.968933631194,0.45519837185704004,0.9559577009534,0.670146508422,0.8710467020047999,0.7257912570620599,0.9879726864891499,0.91257442162343,0.8696205798516199,0.5623325203556601
0.99368959237888,0.9990064714247799,0.9922098831872,0.43563868833256003,0.9928410188282799,0.9644360977194599,0.976854229344,0.46737717452416006,0.9551241073405999,0.6708427009843201,0.8633673969925,0.73824582852734,0.9881562279843499,0.91612471355392,0.86495343878858,0.5714607735937399
0.9938266613119999,0.9984959213095801,0.9901631283711999,0.45254439828896004,0.99288811022092,0.9716378056106398,0.9837239284560001,0.48164775072296,0.95511907411835,0.66963582404568,0.8571074000893001,0.75357343203704,0.9882587835000001,0.9203005037656701,0.86268702399722,0.5811399315625401
0.994028858803,0.99743320238392,0.9896989078228,0.47394745070234,0.99324209542912,0.98195025393946,0.9894749574659999,0.49985794308793996,0.9572602503806,0.663135780102,0.85517355492,0.777595909694,0.98816139220635,0.9259847256338299,0.8669060375100199,0.59189293925006
0.99425592496432,0.9958738527819999,0.98979389717,0.497045389226,0.99373936809152,0.99079705531936,0.994028754714,0.5200608334865001,0.96012417816,0.6548216942179799,0.8549745736333,0.80302999781006,0.98797893142235,0.93209060987708,0.8734609354845799,0.60300546559736
0.994483794188,0.994137763198,0.9897680344531999,0.51799740694144,0.99419886764032,0.9963218532170399,0.9973161035460001,0.5396783616330401,0.96254282234835,0.64748708349912,0.8541697513053,0.8252478650324602,0.9878202249087499,0.93768849921143,0.878861217792,0.61360859148416
0.99462842812492,0.9917013950495199,0.9890641064912001,0.5419432236063401,0.9944486717920001,0.99960951705576,0.9993065546240001,0.55541512415914,0.964932004715,0.64009981554102,0.8525496427152,0.8483660886145399,0.98771787326,0.9429575039234299,0.88387394324522,0.62468075974784
