J27_p,J28_p,J29_p,J30_p,J34_p,J35_p,J36_p,J37_p,J20_p,J21_p,J22_p,J23_p,J13_p,J14_p,J15_p,J16_p
0.99960387894448,0.9906539975819999,0.9919306555700002,0.48987185911546005,0.99939478121152,0.99807893426106,0.997695551456,0.5306887868790401,0.99989297774,0.36543121036127996,0.97163771588,0.73920529053854,0.9764794846304,0.9869685086009201,0.89231507583578,0.70015395592184
0.999618780208,0.99066340048158,0.9906476460800001,0.48980632715176003,0.9993087625226801,0.9980509992985,0.9987247348560001,0.5263779186519401,0.9998963418744,0.36847441258368,0.9682322985300001,0.7448142499249399,0.9805270428291499,0.98799926871152,0.9050188514772199,0.7071870031762401
0.9996334178052799,0.9906696664554999,0.9892814867200002,0.48974079097994005,0.9992184055706801,0.9980246295999999,0.9994583744000001,0.52208359106344,0.9998993242423999,0.37162700262168,0.9646845236773,0.7503135155732601,0.9841812276024,0.9889960647827201,0.9169146367939199,0.71409748701536
0.9996474886532801,0.9906790614776799,0.9878531503732,0.48965652400424003,0.9991248304260799,0.9979963092057599,0.999898050186,0.51784269908506,0.9999014774031499,0.37490289691608003,0.9610936735188,0.75565046537144,0.9874439832704,0.9899769466912701,0.92804699416602,0.72086749800926
0.99966294221708,0.9906853221999999,0.9861633932212001,0.48963779706496,0.9990128887514801,0.9979642109757599,1.000066542216,0.5131350509185001,0.9999078033051501,0.37816001727191995,0.9564894779437,0.7615015480412599,0.9903786116126,0.9907585211510299,0.9381935761668199,0.72789347747246
0.99967472655628,0.99069470934478,0.9847531516672,0.48948796918400006,0.9989244689171201,0.9979444714465,0.999962202234,0.50938735583656,0.9999050720183998,0.38181128315382,0.9535258332733001,0.7660688787500001,0.9928313318606,0.99183093326927,0.94794093361082,0.7340950399999999
0.9996766234731199,0.9907228424204799,0.9843719557888,0.48895402868474,0.9989185466830001,0.9979516603362601,0.9999334970340001,0.50835858651176,0.9998735284349999,0.38634016987799996,0.9555540439653001,0.7673464034545401,0.9947423244365999,0.993615964375,0.95792372780648,0.73853260558766
0.99967545673648,0.99075093295822,0.9843826079551999,0.48829793054554,0.99894265102028,0.9979713656740001,0.9999718998660001,0.5083310153762601,0.99982044485435,0.39138082968101995,0.9593596562813,0.76737579828224,0.9962877515643499,0.99543839995847,0.9671286615031199,0.74213500547006
0.99967574859968,0.9907758666142199,0.9842144155700001,0.487707082426,0.9989528282138801,0.99798563777064,0.9999778844160001,0.50784379786984,0.9997629876863999,0.39650804995542,0.9622817826093,0.76793394717854,0.99757427441915,0.99688135031567,0.9750330271603199,0.7458906322354399
0.9996753107601201,0.99081320407902,0.9840453246031999,0.48705957195946,0.99896422048768,0.99799453257594,0.9999892674,0.50736553869416,0.9996946822251499,0.40156803236952,0.9647920333125001,0.76867905699896,0.99862530626115,0.99801840601088,0.9820748423319199,0.75041704422584
