T,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40
0,-0.03935,-0.00755,-0.0136,-0.02005,0.03928,-0.00286,-0.03307,0.00031,0.03537,-0.14217,0.02006,-0.0011,0.12532,0.00548,0.05887,-0.01962,0.01865,-0.0244,0.01474,-0.09443,-0.08687,0.57223,-0.13063,0.57397,0.06145,-0.1614,-0.00812,-0.07603,-0.31792,0.00146,0.02168,0.01996,0.01293,-0.00759,0.01941,0.19521,-0.00574,0.01505,-0.0114,-0.00709
0.02,-0.04033,-0.00771,-0.01439,-0.01966,0.04002,-0.00272,-0.03266,0.00101,0.038,-0.14702,0.02008,-0.00086,0.16348,0.00391,0.06502,-0.01811,0.02677,-0.02626,0.01903,-0.10578,-0.10217,0.58748,-0.13538,0.53694,0.06416,-0.16032,-0.00919,-0.08016,-0.3364,0.00295,0.02291,0.02141,0.01367,-0.00778,0.02046,0.20602,-0.00594,0.01594,-0.01214,-0.00753
0.04,-0.04116,-0.00777,-0.01495,-0.01917,0.03993,-0.00279,-0.03209,0.00179,0.0402,-0.15049,0.01984,-0.00063,0.20551,0.0002,0.06941,-0.01621,0.03639,-0.02702,0.02549,-0.11856,-0.1206,0.59517,-0.13838,0.46662,0.06577,-0.15605,-0.00964,-0.08402,-0.3565,0.00473,0.02424,0.02318,0.0145,-0.00723,0.02227,0.21818,-0.00606,0.01689,-0.01302,-0.00804
0.06,-0.04208,-0.00777,-0.01517,-0.0188,0.03889,-0.00324,-0.0317,0.00257,0.04172,-0.1527,0.01941,-0.00048,0.24857,-0.00644,0.07076,-0.0142,0.0472,-0.02607,0.03468,-0.13272,-0.14223,0.59527,-0.13941,0.35806,0.06596,-0.14894,-0.00904,-0.08766,-0.37961,0.00673,0.02573,0.02542,0.01549,-0.0056,0.02529,0.23284,-0.00611,0.01795,-0.01415,-0.00866
0.08,-0.0433,-0.00771,-0.01491,-0.01886,0.03676,-0.00426,-0.03193,0.00325,0.04217,-0.1536,0.01889,-0.0005,0.28804,-0.01688,0.0674,-0.01243,0.0585,-0.02264,0.04716,-0.14782,-0.16667,0.58738,-0.13808,0.20707,0.06425,-0.13943,-0.00687,-0.091,-0.40679,0.00883,0.02747,0.02826,0.01672,-0.00248,0.03002,0.25097,-0.00608,0.01916,-0.01558,-0.00945
0.1,-0.04503,-0.0076,-0.014,-0.0197,0.03336,-0.00609,-0.03329,0.00366,0.04105,-0.15304,0.01842,-0.00078,0.31711,-0.03197,0.05723,-0.0114,0.06919,-0.01582,0.06329,-0.16288,-0.19276,0.57073,-0.13383,0.01135,0.06004,-0.12822,-0.00253,-0.09381,-0.43849,0.01079,0.02947,0.03179,0.01821,0.00256,0.03695,0.27325,-0.00594,0.02051,-0.01738,-0.01042
0.12,-0.04751,-0.00745,-0.01221,-0.02172,0.02853,-0.00897,-0.03637,0.00362,0.0377,-0.1507,0.01814,-0.00145,0.32641,-0.05245,0.03782,-0.01174,0.07759,-0.00461,0.08315,-0.17626,-0.21837,0.54426,-0.12594,-0.22796,0.05263,-0.11628,0.00465,-0.09566,-0.47429,0.01229,0.0317,0.03601,0.01997,0.00994,0.04651,0.29986,-0.00569,0.02198,-0.01957,-0.01159
0.14,-0.05088,-0.00729,-0.0093,-0.02539,0.02214,-0.01312,-0.04182,0.00286,0.03133,-0.14613,0.01822,-0.00263,0.30376,-0.07877,0.00648,-0.01421,0.08136,0.01203,0.1064,-0.18547,-0.24017,0.50679,-0.11358,-0.50435,0.04124,-0.105,0.01538,-0.09591,-0.51259,0.0129,0.03405,0.04084,0.02197,0.02008,0.05905,0.33026,-0.00529,0.02346,-0.02211,-0.01292
0.16,-0.05529,-0.00711,-0.00501,-0.03117,0.01413,-0.01874,-0.05031,0.00107,0.02108,-0.13876,0.01889,-0.00448,0.23417,-0.11092,-0.03953,-0.01971,0.07747,0.03503,0.13203,-0.18712,-0.25334,0.45729,-0.09591,-0.80358,0.0251,-0.0963,0.0303,-0.09371,-0.55026,0.01201,0.0363,0.046,0.02409,0.03322,0.07467,0.36292,-0.00472,0.02479,-0.02489,-0.01436
0.18,-0.06074,-0.00695,0.00088,-0.03953,0.00462,-0.02597,-0.06248,-0.00209,0.00608,-0.12796,0.02038,-0.00714,0.10009,-0.14813,-0.10262,-0.02927,0.06211,0.06507,0.15816,-0.17674,-0.25142,0.39527,-0.07215,-1.10082,0.00358,-0.09272,0.04986,-0.08795,-0.58222,0.00892,0.03813,0.05106,0.02613,0.04941,0.09313,0.39503,-0.00395,0.02572,-0.02769,-0.01577
