0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.830395758152008057e-02,9.665869176387786865e-02,-1.180586591362953186e-02,6.504879891872406006e-02,8.685278892517089844e-02,4.494250938296318054e-02,1.482805982232093811e-02,-1.029941588640213013e-01,-4.719289392232894897e-02,-1.337902545928955078e-01,4.666209816932678223e-01,2.237702906131744385e-02,1.235865950584411621e-01,4.570593237876892090e-01,1.280732750892639160e-01,1.150756515562534332e-02,-2.303736954927444458e-01,-7.124882936477661133e-02,-1.131812855601310730e-01,8.751664161682128906e-01,3.646104410290718079e-02,1.224857866764068604e-01,8.657894730567932129e-01,1.375737041234970093e-01,2.621499355882406235e-03,-2.902036309242248535e-01,-5.256132036447525024e-02,-2.002981603145599365e-01,9.013817310333251953e-01,1.327917426824569702e-01,1.357365697622299194e-01,8.785370588302612305e-01,2.693136632442474365e-01,3.302006796002388000e-02,-4.823493957519531250e-01,-1.120237708091735840e-01,-4.679434746503829956e-02,-4.003254771232604980e-01,-1.279290318489074707e-01,9.584238380193710327e-02,-3.959528207778930664e-01,-8.105468004941940308e-02,1.365022733807563782e-02,-5.452463626861572266e-01,-6.508405506610870361e-02,-1.125228926539421082e-01,-4.395135641098022461e-01,-1.751096546649932861e-01,1.760879755020141602e-01,-4.355603456497192383e-01,-7.151155918836593628e-02,-3.594037890434265137e-01,-4.093466997146606445e-01,-2.614500820636749268e-01,4.038577675819396973e-01,-4.173296093940734863e-01,3.739848360419273376e-02,-5.984120965003967285e-01,-4.353828430175781250e-01,-3.341508805751800537e-01,6.245200634002685547e-01,-4.705004096031188965e-01,1.517885327339172363e-01,-6.772551536560058594e-01,-4.377420544624328613e-01,-3.662822842597961426e-01,6.972913146018981934e-01,-4.853007793426513672e-01,1.884393244981765747e-01
3.289125621155115789e-04,1.136382795662492181e-04,-8.876945096637328366e-05,-6.797556656004635767e-02,9.676416420710988453e-02,-1.188526067155982503e-02,6.538402957318575903e-02,8.696264230979390553e-02,4.484353636186932252e-02,1.515003030596526537e-02,-1.028808484100013215e-01,-4.727587054688121154e-02,-1.337069280684158035e-01,4.666768630720466993e-01,2.253672157209728535e-02,1.236766122042969041e-01,4.571066220976204297e-01,1.284567979423365536e-01,1.171952781675609026e-02,-2.302889654658942520e-01,-7.113831068593647056e-02,-1.131851084768935867e-01,8.752252777792305372e-01,3.651290063541744874e-02,1.224618695437744431e-01,8.658394535757393262e-01,1.376100001184306088e-01,2.796881296096763187e-03,-2.900754491113334277e-01,-5.233761246520663574e-02,-2.003381259977981277e-01,9.013582786299080274e-01,1.328198579398951473e-01,1.357015661656692795e-01,8.785701116300911329e-01,2.693524179307780209e-01,3.313561452029498838e-02,-4.823754111550956347e-01,-1.115205692799725729e-01,-4.668320792319027163e-02,-4.003423134111075976e-01,-1.275099101217427311e-01,9.599023235438616797e-02,-3.959142843507438281e-01,-8.065966095048572593e-02,1.372899038193972979e-02,-5.451627055429130175e-01,-6.447431023437168174e-02,-1.125335924565955825e-01,-4.395151416085868457e-01,-1.745435180814900455e-01,1.762683383881882004e-01,-4.354067722581534960e-01,-7.081790591794635825e-02,-3.595366336643859295e-01,-4.086636582635551074e-01,-2.601651730688252506e-01,4.033363006770447345e-01,-4.159846583627372363e-01,3.925780628603314087e-02,-5.987694122135802655e-01,-4.341838637612968066e-01,-3.323148074300923405e-01,6.236223123729065509e-01,-4.679880419992118457e-01,1.549208131877741756e-01,-6.776658751309081463e-01,-4.362778941415458300e-01,-3.643384161146321354e-01,6.962973020732239338e-01,-4.823134223245292285e-01,1.919543412772974911e-01
7.955515965218158030e-04,1.124115660478696875e-04,2.453427036759060607e-05,-6.754266375458292671e-02,9.672934282567997866e-02,-1.174551670233252819e-02,6.579548960769124322e-02,8.695830125358601503e-02,4.501988317092415343e-02,1.569341311448761017e-02,-1.028492180630872638e-01,-4.722151209393981447e-02,-1.335804676429038496e-01,4.665980609133531520e-01,2.276194418986794005e-02,1.238434100731606036e-01,4.570731492712785671e-01,1.288013825865602091e-01,1.234243905389257462e-02,-2.301276056096265565e-01,-7.113415797034743082e-02,-1.132738357201819868e-01,8.751639099791338472e-01,3.656404043754097472e-02,1.223768154367203265e-01,8.658012123778154878e-01,1.376846800299501017e-01,3.403145607873281873e-03,-2.898052660748670628e-01,-5.227419783154967775e-02,-2.004257654563193769e-01,9.012933941557695894e-01,1.328647802325105265e-01,1.356742317064995318e-01,8.784906836226274995e-01,2.694185147734498575e-01,3.363018578135915787e-02,-4.824096290394971898e-01,-1.110700597314024235e-01,-4.615048968946985214e-02,-4.002448646352003148e-01,-1.273045619277143881e-01,9.657838290774770074e-02,-3.958224384114454319e-01,-8.027590115348341715e-02,1.410199983262964279e-02,-5.449891118333051176e-01,-6.383812476674559366e-02,-1.122894426599746198e-01,-4.391321865842054417e-01,-1.742892195729399130e-01,1.769978786095375567e-01,-4.350739447400281956e-01,-6.998706658164503824e-02,-3.592194234744315318e-01,-4.061189619824598362e-01,-2.591896881608152792e-01,4.033776605709786245e-01,-4.132547108456800511e-01,4.090376521667000304e-02,-5.990233933345084916e-01,-4.318798510358045628e-01,-3.291397621182585165e-01,6.228777254208320846e-01,-4.642770616337965062e-01,1.584159503432130411e-01,-6.782471453562980424e-01,-4.341302243992994359e-01,-3.603493799714231893e-01,6.953191245182747116e-01,-4.783588973805616429e-01,1.959968278857087687e-01
1.694147128587512180e-03,1.111848525294901568e-04,1.579114856386740770e-04,-6.677782849597380110e-02,9.664551152508350784e-02,-1.152916795888895250e-02,6.643764360619142106e-02,8.699303849260899002e-02,4.546019822975640862e-02,1.691742113602712552e-02,-1.027914361782780034e-01,-4.733813166001791389e-02,-1.333361522965376134e-01,4.664166791610011575e-01,2.278331310173517185e-02,1.234918056316430812e-01,4.569665713481196878e-01,1.301471480788851387e-01,1.403354539347246091e-02,-2.297105269261112692e-01,-7.158611326793187790e-02,-1.136790247373525853e-01,8.749950750045070169e-01,3.647161663195138542e-02,1.220170302577073818e-01,8.656767232589015482e-01,1.378396639289522774e-01,5.199356123780755207e-03,-2.891583816834202292e-01,-5.276047795394415291e-02,-2.007547424845640416e-01,9.010815842322597025e-01,1.327680239143038399e-01,1.353373868651445155e-01,8.782588465384730814e-01,2.695642003478670445e-01,3.544353007150247148e-02,-4.824113623924961569e-01,-1.110456174550389641e-01,-4.435465053843901106e-02,-3.999179975815525534e-01,-1.277729681072568291e-01,9.851769788933351091e-02,-3.954439537354221823e-01,-8.023057489970678025e-02,1.565762481463506620e-02,-5.444888846703281882e-01,-6.356689690927022629e-02,-1.111338318996374364e-01,-4.375703112908115866e-01,-1.751304975090360039e-01,1.794194473214204555e-01,-4.338589684792271139e-01,-6.912441163638585739e-02,-3.569915549569074864e-01,-3.960633652039280417e-01,-2.589108458099698695e-01,4.038980050272996669e-01,-4.049853460617771628e-01,4.378623903414254753e-02,-5.991998867802564854e-01,-4.260822908707371237e-01,-3.161755314407682094e-01,6.180044455714280849e-01,-4.582602755852451804e-01,1.694408246936464912e-01,-6.799859361462537999e-01,-4.302145020790806296e-01,-3.429300597248410853e-01,6.889153762049730068e-01,-4.734932558365574362e-01,2.093873509826326973e-01
4.495361387733515235e-03,1.541198256727737022e-04,-3.127004277760184496e-04,-6.407076722383112100e-02,9.665298173458543307e-02,-1.207905032456461566e-02,6.878862673044591758e-02,8.723765323193040377e-02,4.551681175112184258e-02,2.029305094480901572e-02,-1.030026107069734048e-01,-4.810138002753797798e-02,-1.328497738242110648e-01,4.658841312888380437e-01,2.351873039483483654e-02,1.232892810702362618e-01,4.569213212493177800e-01,1.321126674044078297e-01,1.801573535055309150e-02,-2.291175751921418757e-01,-7.284164384723250396e-02,-1.149575323462447562e-01,8.744750441077467906e-01,3.712049170612748833e-02,1.210861220359840951e-01,8.654278934958693492e-01,1.385128949510997243e-01,9.522042736414965125e-03,-2.880540071961167903e-01,-5.414067164779249458e-02,-2.018245369791945854e-01,9.001283467772719371e-01,1.334899817335551686e-01,1.344829141497650704e-01,8.775161922934767711e-01,2.702464018690531877e-01,4.022023224831014487e-02,-4.830576359268907161e-01,-1.107468451631123257e-01,-3.996506562828630593e-02,-3.999829470154527278e-01,-1.287675942552143626e-01,1.035164906978645882e-01,-3.946604906555894465e-01,-8.016741231799666412e-02,1.971712758392482612e-02,-5.433514296051743520e-01,-6.269636706233565338e-02,-1.081292465925177970e-01,-4.341739593979600520e-01,-1.776141072881275706e-01,1.865587770342865548e-01,-4.295787989136460872e-01,-6.864356950641219146e-02,-3.461525649428328633e-01,-3.626058875557664485e-01,-2.615211750638539168e-01,4.070108621716538311e-01,-3.726583897110704036e-01,3.962224020838197441e-02,-5.899619669318160176e-01,-4.087413131233934016e-01,-2.735325838697010847e-01,5.916350870728531719e-01,-4.500513850685838313e-01,1.928202961313670583e-01,-6.742179006934126972e-01,-4.184359489914659114e-01,-2.835034574639851424e-01,6.529191523194352031e-01,-4.750278769966844172e-01,2.424772833216136403e-01
1.041921672769364690e-02,8.555211596589605691e-04,-1.204409636227175145e-03,-5.745981934122267043e-02,9.744301517535262913e-02,-1.404199656066088334e-02,7.472851571985063279e-02,8.838980724144988865e-02,4.378270637276979182e-02,2.587148060448941564e-02,-1.032779357857603469e-01,-4.791674111005453374e-02,-1.280852884297770666e-01,4.666170038752656679e-01,2.698284294489236221e-02,1.211202859634953471e-01,4.579693235926728945e-01,1.368769472468218396e-01,2.430521116950091695e-02,-2.281123242802519380e-01,-7.274965289947180058e-02,-1.207571357732218770e-01,8.757088341288666866e-01,4.130494874003740047e-02,1.221087097878056499e-01,8.667109765582184933e-01,1.426414167511782238e-01,1.587828786470469808e-02,-2.861039481587309141e-01,-5.369580630180029179e-02,-2.048654437308711218e-01,9.054717578463654659e-01,1.380997663367113659e-01,1.324205666536885095e-01,8.825413145594697140e-01,2.741910135376772195e-01,4.886988622494516099e-02,-4.826155744023222227e-01,-1.095724636685529163e-01,-3.204227911881628310e-02,-3.989741645283598204e-01,-1.295805508267560413e-01,1.115009903664189311e-01,-3.923684797711271544e-01,-7.707423809882787968e-02,2.599480168320712423e-02,-5.387861571736235478e-01,-5.933714378592161443e-02,-1.015286475663584737e-01,-4.260817013211149473e-01,-1.827419633042493274e-01,1.981735199446278406e-01,-4.208676062054533262e-01,-6.367939058658270146e-02,-3.173053592687052893e-01,-3.005876384205717344e-01,-2.571816826235929221e-01,4.044254392141896082e-01,-3.176841578907865782e-01,3.187636565450044368e-02,-5.455707639699381994e-01,-3.592292509503263731e-01,-1.911435211074033191e-01,5.138942271227436853e-01,-4.220992765850919981e-01,2.286223685372194836e-01,-6.269449323659342932e-01,-3.805761776394743223e-01,-1.738607073199429920e-01,5.517238050455647302e-01,-4.651875338978666563e-01,2.882310068238100320e-01
2.098954225696950115e-02,2.803988304488701927e-03,-2.676911935925658723e-03,-4.707191382728190265e-02,9.901645734583620906e-02,-1.582409283590334448e-02,8.418621624626546063e-02,9.035142466103320003e-02,4.349951417672616449e-02,3.758547025539307751e-02,-1.010976065727543366e-01,-5.000324203145521673e-02,-1.243379661925849422e-01,4.662524531749415724e-01,2.860502870309335199e-02,1.254764621964874760e-01,4.594405363467860548e-01,1.394315135620830814e-01,3.681034910299210705e-02,-2.234150101276707323e-01,-7.508290587437170538e-02,-1.218056628593024715e-01,8.750937651065516798e-01,4.242084892022592035e-02,1.217106928936424748e-01,8.680170248416591017e-01,1.431458962105510990e-01,2.844605631001620449e-02,-2.797213126751255663e-01,-5.599176912081259283e-02,-2.061367133744773372e-01,9.049155782130885450e-01,1.382148337506054203e-01,1.318975513688507573e-01,8.834331701663661329e-01,2.745401781939266206e-01,6.217841933288006939e-02,-4.803935815426182421e-01,-1.101151409603359083e-01,-1.927961279831499897e-02,-3.944053579899143847e-01,-1.322498249865771969e-01,1.250295465699615971e-01,-3.871444989773106249e-01,-7.632174371254461798e-02,3.712910543002514996e-02,-5.318232704731297167e-01,-5.713604791533964666e-02,-9.190359954915613971e-02,-4.115415741535496386e-01,-1.866854804612399776e-01,2.144419303051414982e-01,-4.062395025821995409e-01,-5.893218173158186468e-02,-2.642704496272620940e-01,-2.279863585563969286e-01,-2.392464208461047848e-01,3.881475975624504304e-01,-2.578743924232792528e-01,3.222124995219689814e-02,-4.482083568461951995e-01,-2.890373100372624071e-01,-9.651760040295141729e-02,4.040693988911094880e-01,-3.714927364918064745e-01,2.480488342188595097e-01,-5.175169656165656829e-01,-3.094059158893894823e-01,-4.903699858558195623e-02,4.142825951687278963e-01,-4.195852805706333788e-01,3.146576804064510346e-01
3.780600028338067242e-02,6.770845264695817510e-03,-6.543066868214890766e-03,-3.045639050898917011e-02,1.021939774458634209e-01,-2.006667531433610485e-02,9.953495832385651776e-02,9.400633326222770925e-02,4.128028400835485889e-02,5.588482851388089367e-02,-9.636783996174461131e-02,-5.457087657752542065e-02,-1.184445212572611122e-01,4.662948509161697896e-01,3.169270553287954761e-02,1.329806034475766729e-01,4.625099261706100973e-01,1.411909940153071308e-01,5.494382577242486188e-02,-2.158777753407729316e-01,-7.760253227654008434e-02,-1.223648379534281044e-01,8.751418550913560024e-01,4.292809911665411426e-02,1.218310032993756981e-01,8.709372242396103969e-01,1.425729575067469501e-01,4.551019072758190342e-02,-2.695975045258773295e-01,-5.688801831903962658e-02,-2.068379710405863214e-01,9.056287964289414516e-01,1.377971800476023578e-01,1.317590658575498175e-01,8.860102852289902797e-01,2.736982437282511893e-01,7.784216823281876751e-02,-4.761524538094771830e-01,-1.064614323467305140e-01,-3.852337875942066225e-03,-3.867495993668807475e-01,-1.315252450794270611e-01,1.418192793637715887e-01,-3.799146155411971537e-01,-7.115428573790101574e-02,5.211679982246987530e-02,-5.232900420720351109e-01,-5.010971851053742931e-02,-8.067317707238562396e-02,-3.906233052308333842e-01,-1.828529057592442608e-01,2.311026860982381415e-01,-3.881845811898482768e-01,-4.424546710553674267e-02,-1.806846748083628107e-01,-1.569747368390334297e-01,-2.014809218734791851e-01,3.611192961245976996e-01,-2.006014923150313545e-01,3.994956561026068165e-02,-3.281052152603662897e-01,-2.127632240350020576e-01,-2.241741358640698956e-02,3.054452498465978216e-01,-3.113914469773543803e-01,2.486110063701578998e-01,-3.860937694996393610e-01,-2.303907314831984687e-01,3.980373539623709156e-02,2.940548022300206732e-01,-3.595964054162276713e-01,3.151721986442515555e-01
6.010632775451773407e-02,1.076170677806940514e-02,-1.686887214946920788e-02,-8.748197930792629695e-03,1.050398337331017590e-01,-3.180917496848280346e-02,1.197603214504920910e-01,9.844042981531229974e-02,3.228539456558053578e-02,8.051191828872794609e-02,-9.206630413864048956e-02,-6.439634929466421520e-02,-1.123326513943470051e-01,4.636495995011529203e-01,3.265319992732827747e-02,1.428916361155712078e-01,4.658524083581170316e-01,1.392245613498670487e-01,7.739783264424437981e-02,-2.119631630692282720e-01,-8.156750868129904186e-02,-1.233028862652576496e-01,8.724457907166680570e-01,4.297334928941552723e-02,1.225571688237392376e-01,8.739122437920769926e-01,1.417854302091581253e-01,6.461007753114933472e-02,-2.633840156111517672e-01,-5.656777839231665050e-02,-2.079029176411426594e-01,9.040186690774163480e-01,1.373677127523404984e-01,1.312123369398319195e-01,8.888078021493157621e-01,2.730171256227476029e-01,8.901206776227588158e-02,-4.754754615340033297e-01,-8.976045022773916637e-02,1.121214963223570588e-02,-3.839943123373785738e-01,-1.231404669122713319e-01,1.555693503442012737e-01,-3.793129039320746188e-01,-5.647137160468275463e-02,6.137970776490652564e-02,-5.200243902716437105e-01,-3.187903347480471050e-02,-6.770668365333443184e-02,-3.833698940787115816e-01,-1.708646989898698898e-01,2.404712047400676678e-01,-3.826271009955206637e-01,-1.846859003472502148e-02,-1.206786129650867512e-01,-1.350657505306998296e-01,-1.917853034572618576e-01,3.328995313468181561e-01,-1.685518187794486089e-01,4.558567930888955677e-02,-2.323298547444141438e-01,-1.557403964314261480e-01,1.833679010104959095e-02,2.328917887034618328e-01,-2.607900214705267672e-01,2.463795416517240433e-01,-2.805656883892810871e-01,-1.610543591294089361e-01,9.076854814719979847e-02,2.145444955649578045e-01,-3.056856108221808199e-01,3.137524895830137162e-01
7.957208969272785981e-02,1.195075461546414586e-02,-3.089622971272837360e-02,1.113088496603184541e-02,1.055469448296212504e-01,-5.008332994437586505e-02,1.369783065525453647e-01,1.004894460169457743e-01,1.909468132400143903e-02,1.022458381263177951e-01,-9.162325313409334926e-02,-7.538336333489786822e-02,-1.089084514173108975e-01,4.570803875652932335e-01,2.683538007878888410e-02,1.520595482794206699e-01,4.672143096653603722e-01,1.316048372104131059e-01,9.529423967577629884e-02,-2.131799822123862098e-01,-8.508076336837183673e-02,-1.210702278407651822e-01,8.655958409039162804e-01,3.946310463690388959e-02,1.239014349190157016e-01,8.746725554196023156e-01,1.418301928355656938e-01,7.867499694801979859e-02,-2.625017826827383827e-01,-5.595375601804625232e-02,-2.092177786620695035e-01,8.977726931301736046e-01,1.304470318868123369e-01,1.310797563997667392e-01,8.897706503597878624e-01,2.733086812808476762e-01,9.615537778116875489e-02,-4.766427343161917518e-01,-7.079536658382784564e-02,2.278012104906254609e-02,-3.861948316367483924e-01,-1.133604627535380049e-01,1.642187020985048374e-01,-3.813281719954825233e-01,-4.132337686276804645e-02,6.854802623964958985e-02,-5.190504555972433876e-01,-1.108098593211542804e-02,-5.645967207275218169e-02,-3.875238364013052772e-01,-1.602888685152567549e-01,2.439339540211122592e-01,-3.834221427710867713e-01,5.383035124775059632e-03,-9.778029404006785552e-02,-1.395590071948386024e-01,-2.014656793758906050e-01,3.202476284710329413e-01,-1.602405374320364784e-01,6.050150278353322308e-02,-1.858342208655912320e-01,-1.381469731601095985e-01,2.119689244174588483e-02,1.850950575677316745e-01,-2.272954945834494422e-01,2.510075736358128862e-01,-2.294675030501920621e-01,-1.362511580260611366e-01,9.680080595755208295e-02,1.607017821875970920e-01,-2.662673657210684608e-01,3.200000989749394731e-01
