J27_n,J28_n,J29_n,J30_n,J34_n,J35_n,J36_n,J37_n,J20_n,J21_n,J22_n,J23_n,J13_n,J14_n,J15_n,J16_n
1.0079521757264007,1.03158512260941,1.078318002628121,0.9959927251559413,0.999940428193634,1.032173382173382,0.9983622038298869,0.9987860524951724,1.27585569246635,1.2258533569281282,1.0575253394530504,1.0352237338141288,1.2426449708142706,1.2181198773571673,0.647037679775822,0.9047837606659296
1.0081319566999707,1.0322108345534406,1.0754865051169202,0.9959029507437559,0.9996539905244455,1.035124905374716,0.9986648454274508,0.9993078863343017,1.2798444276175398,1.230218877964622,1.0557544068741471,1.0365343785725951,1.246606762308588,1.223076473225599,0.6361361503682429,0.8979789575894386
1.0082027342447484,1.0323185011709601,1.0705515032433452,0.9958794404014223,0.9992656528990762,1.0384909622740568,0.9989581606800368,1.0000731049163056,1.2832929377350608,1.2350698651159036,1.0516427723850839,1.038702869434636,1.2497589946634533,1.2284050518036755,0.6209656539136009,0.8903925421729726
1.0081755151380418,1.0318658772495457,1.0638563150523164,0.9959200496969249,0.9987586036842262,1.0423271000296823,0.999289478358695,1.0019602388238567,1.286294052504723,1.2407859342715684,1.0448798286666137,1.0421881908436834,1.2521702307855176,1.2344037366807763,0.5990127778271541,0.8819202699714138
1.0080666008811552,1.0308271118687908,1.0560735058585518,0.9960226526548257,0.9981331140663057,1.0465239073041948,0.9997346499748865,1.0042595291539451,1.2888074914001786,1.2475379848433943,1.0351337584808784,1.0473896854947318,1.253770917544558,1.2411815143402103,0.5683896204881893,0.872674215390618
1.0078813076185047,1.029192253188474,1.0482556468762572,0.9961872779888215,0.997397995550544,1.0509269988412513,1.0007001939726545,1.0068899926027686,1.2906859137949929,1.25529532650675,1.0220266362734545,1.0546533731621213,1.2543565781514006,1.248645042941716,0.5283285671501088,0.8630466160805722
1.0076248782524,1.0268568033273915,1.0417491072996545,0.9964182497680977,0.9965846574152478,1.0552464058364923,1.002168277162385,1.0097069654716566,1.2916998867672835,1.263887083604126,1.005054804490219,1.0641768522710127,1.2536022813050405,1.2566034158595738,0.47935987299483557,0.8536142433709205
1.0072696887403385,1.023659135854258,1.0376875943521888,0.9967327570071154,0.9957582184517497,1.0590748337812985,1.0032529497485074,1.0124434813410288,1.2915889011381456,1.273124359253161,0.9920644876942939,1.0760553129548764,1.251072906445971,1.2648620479147126,0.4232354187794448,0.8450309350403863
1.0067768249320226,1.0193247257077045,1.0365687817334244,0.9971608969891667,0.9950341666013083,1.061920460124851,1.0025991147942368,1.0147193769225193,1.2900489756066833,1.2828053259871441,0.9802868941295302,1.0901820206730934,1.2462114537444935,1.273240223463687,0.3627067985386424,0.837970126630246
1.0060682256307099,1.0134671016187604,1.0380946749061235,0.9977500397178103,0.9945725379177165,1.0631255241822755,0.9990244110355213,1.015988108018829,1.2866742411946113,1.2926647218060923,0.9672741930212542,1.1061852267476402,1.2382335905099513,1.281540650247334,0.301155423380737,0.8332042567745537
1.0050530797456654,1.005626726953027,1.041255605381166,0.9985499657630804,0.9945978628783899,1.061825580579527,0.9933696290340454,1.015515797959753,1.2808715385009128,1.3023842246788166,0.9531886463070327,1.1234716699801193,1.2259373753490228,1.2895299301346186,0.24190584817127594,0.8316242403304073
1.003609682044362,0.9976982479343047,1.0448055716773068,0.9996302101137534,0.9954087719595837,1.056792936485332,0.9827936666845996,1.0123061530765383,1.2716520524274344,1.3116657834686969,0.9383881207524659,1.1413262044516765,1.2073080532096925,1.2969923958688003,0.18742959351928148,0.8340992068487976
1.0016217667085763,0.9914312203549652,1.047719096272845,1.0021347821901838,0.9973866923750451,1.0461346450334044,0.965854751080027,1.0049990974441743,1.2572596802551417,1.3202950877261463,0.9234716113533532,1.1591059154624668,1.1786092526239023,1.3037652023623967,0.1390135026171192,0.8412248549284735
0.9994753838028295,0.9841524087646368,1.0494744981242303,1.005857049013583,1.001981623406868,1.0267616540188944,0.941603656229253,0.9958944014321357,1.2343023945700928,1.3281283271885749,0.9093858678510944,1.17625857692211,1.132264744228852,1.3097274716530733,0.09712038331760377,0.8530874662145952
0.9977711080948851,0.9760802662196312,1.050065755617817,1.0105527638190954,1.0130678777733566,0.996655712192578,0.9097964964064856,0.9857706971677559,1.1955969319046782,1.335051407033977,0.897482422317986,1.192247193633457,1.0508301660332067,1.3147545294874565,0.06194710785961902,0.8691261569383885
0.9956877507378541,0.9676575327992643,1.0499056118071048,1.0162891446961257,1.028242986711664,0.9722893769172949,0.8710406561840466,0.9715678861705199,1.122980479289002,1.3409792473553384,0.8895699488658713,1.2065791760820441,0.956655488734307,1.3186935060514033,0.033657248808527475,0.8879749427383125
0.9932485449937059,0.9594861660079053,1.0497453213529446,1.0229933517107184,1.0473765818036311,0.9410656566658073,0.826581707012882,0.9528589773111529,0.9790677478656095,1.3458882919170303,0.8876751304753362,1.2188957155063675,0.8904678647017839,1.3213886049855352,0.01226663639119025,0.9077977104185576
0.9905469315553903,0.9522215739859368,1.0505652620760535,1.0304280874653526,1.0698626769219963,0.903096718586468,0.777984064972566,0.9294588019157778,0.8773376336255104,1.3498283180078747,0.8937517537250919,1.2290444000614533,0.8326653306613228,1.3226949448490266,0.0,0.9267958645906101
0.9877504613252719,0.9465271048150673,1.0534835659485322,1.0381358157994571,1.0946465696465695,0.8591574384704451,0.7270594265963841,0.9015499278738548,0.78999191534034,1.352881997323365,0.9095411157345281,1.2370044859470841,0.7833944718614824,1.3224425967544842,0.0,0.9437245273436996
0.9851321972087803,0.9431789424258408,1.0595555308319193,1.045423870980041,1.1203573872256876,0.8108164885757115,0.6759378508981198,0.869838187984877,0.7165922681144874,1.3551058321745197,0.9365822266424851,1.2427319624054836,0.7422336423547244,1.3203538269828174,0.0,0.9579709608844463
0.9830688275268095,0.943050516752538,1.0694571968674047,1.051430820261989,1.1455654402078783,0.7603142081152278,0.6270289644813872,0.8355842066042899,0.6568506278705158,1.3565062274690225,0.9763183269690026,1.2460740407725692,0.7088067704776725,1.315914691767496,0.0,0.969502918648838
0.9819470767543076,0.9469028172330386,1.0826219986516619,1.0553034163879134,1.1691419776837244,0.7100718910529085,0.5826769858919216,0.8003804341118015,0.6103338449031227,1.3570421794467236,1.05167665136544,1.246752397183632,0.6828030344375922,1.3081469486894037,0.003536840399521155,0.9787316361385319
0.9820381821565656,0.955081905664616,1.0966542750929367,1.0564494232598516,1.1904202742373007,0.6621385089607956,0.5448440116681051,0.765862436535849,0.5758718153566077,1.3566401418432186,1.12763083849184,1.2443787913221336,0.6638317016217143,1.2950921238181103,0.02480233033287919,0.9864874782334092
0.983400745915848,0.9672210590406133,1.1075688073394494,1.0546377874536963,1.2090931246445882,0.6181959242172093,0.5152434656318855,0.7336541179477185,0.5516128848270762,1.3551851465755154,1.1818226120857698,1.2384157409424235,0.6513582524333461,1.2724618130208114,0.05818179730249597,0.9938545624506611
