T,RSRFy
0,0
0.02,0
0.04,0
0.06,0
0.08,0
0.1,0
0.12,0
0.14,0
0.16,0
0.18,0
0.2,0
0.22,0
0.24,0
0.26,0
0.28,0
0.3,0
0.32,0
0.34,0
0.36,0
0.38,0
0.4,0
0.42,0
0.44,0
0.46,0
0.48,0
0.5,0
0.52,0
0.54,0
0.56,0
0.58,0
0.6,0
0.62,0
0.64,0
0.66,0
0.68,0
0.7,0
0.72,0
0.74,0
0.76,0
0.78,0
0.8,0
0.82,0
0.84,0
0.86,0
0.88,0
0.9,0
0.92,0
0.94,0
0.96,0
0.98,0
1,0
1.02,0
1.04,0
1.06,0
1.08,0
1.1,0
1.12,0
1.14,0
1.16,0
1.18,0
1.2,0
1.22,0
1.24,0
1.26,0
1.28,0
1.3,0
1.32,0
1.34,0
1.36,0
1.38,0
1.4,0
1.42,0
1.44,0
1.46,0
1.48,0
1.5,0
1.52,0
1.54,770.72039
1.56,785.60283
1.58,797.87508
1.6,807.63816
1.62,815.08987
1.64,820.39274
1.66,823.7764
1.68,825.41954
1.7,825.86262
1.72,825.72703
1.74,825.23635
1.76,824.40016
1.78,823.09967
1.8,822.5506
1.82,824.74109
1.84,826.98365
1.86,825.88524
1.88,820.45694
1.9,810.119
1.92,795.99265
1.94,779.50418
1.96,762.43238
1.98,746.28946
2,734.58207
2.02,729.17722
2.04,727.2949
2.06,726.86689
2.08,726.86241
2.1,726.94594
2.12,726.20814
2.14,721.69328
2.16,714.12242
2.18,705.59528
2.2,696.42133
2.22,686.68086
2.24,677.71681
2.26,669.93404
2.28,663.40806
2.3,658.00038
2.32,654.07708
2.34,651.9321
2.36,651.05384
2.38,651.18567
2.4,645.01849
2.42,628.82551
2.44,607.25517
2.46,579.75099
2.48,546.05056
2.5,506.83495
2.52,463.85211
2.54,419.79376
2.56,377.99574
2.58,341.12643
2.6,310.36304
2.62,285.38468
2.64,265.50234
2.66,249.89348
2.68,237.52803
2.7,227.81673
2.72,220.31686
2.74,214.6226
2.76,210.81492
2.78,209.39887
2.8,211.33502
2.82,217.8837
2.84,229.4503
2.86,246.12755
2.88,270.06388
2.9,303.13611
2.92,342.70294
2.94,386.51356
2.96,432.00369
2.98,476.84782
3,519.64025
3.02,562.42089
3.04,598.86611
3.06,627.67989
3.08,649.23738
3.1,664.54803
3.12,669.27546
3.14,668.93413
3.16,669.24035
3.18,670.18069
3.2,671.73047
3.22,673.95127
3.24,676.51375
3.26,679.17815
3.28,681.81228
3.3,684.33287
3.32,686.67791
3.34,688.77006
3.36,690.57014
3.38,692.08614
3.4,693.04695
3.42,693.76355
3.44,694.41492
3.46,694.97693
3.48,695.42001
3.5,695.68805
3.52,695.70597
3.54,695.40376
3.56,694.70554
3.58,693.53046
3.6,691.80485
3.62,689.51455
3.64,686.74437
3.66,683.6355
3.68,680.29977
3.7,677.23462
3.72,675.31875
3.74,674.33582
3.76,673.76045
3.78,673.74066
3.8,673.89879
3.82,673.83823
3.84,673.95525
3.86,674.51449
3.88,675.32469
3.9,676.12181
3.92,676.76573
3.94,677.25564
3.96,677.50094
3.98,677.40094
4,677.00546
4.02,676.48285
4.04,675.99304
4.06,675.68854
4.08,675.81582
4.1,676.44389
4.12,677.58551
4.14,679.29849
4.16,681.5751
4.18,684.32772
4.2,687.29481
4.22,690.22129
4.24,693.07376
4.26,695.78615
4.28,698.19795
4.3,700.23698
4.32,701.90145
4.34,703.12514
4.36,703.83539
4.38,704.01257
4.4,703.69158
4.42,702.87018
4.44,701.56486
4.46,699.92283
4.48,698.10433
4.5,696.35005
4.52,694.87249
4.54,693.68352
4.56,692.79761
4.58,692.2429
4.6,692.04867
4.62,692.17736
4.64,692.47036
4.66,692.80892
4.68,693.14266
4.7,693.43343
4.72,693.67632
4.74,693.89792
4.76,694.12947
4.78,694.39779
4.8,694.7351
4.82,695.14223
4.84,695.57693
4.86,696.00191
4.88,696.34859
4.9,696.56228
4.92,696.58031
4.94,696.22399
4.96,695.36769
4.98,693.9899
5,692.12164
5.02,689.95242
5.04,687.70092
