J27_n,J28_n,J29_n,J30_n,J34_n,J35_n,J36_n,J37_n,J20_n,J21_n,J22_n,J23_n,J13_n,J14_n,J15_n,J16_n
0.40092829394,0.57045071380906,0.9954531999440001,0.6475482937070001,0.4000730410066,0.99959552440462,0.98231944912,0.6298543657779201,0.90205832352856,1.00014925541287,0.97552985004968,0.73421708434584,0.83117220691296,0.37643967078912,0.8022179824957001,0.77250322228134
0.40090409705765,0.5707090601898601,0.995336100864,0.6477392763201201,0.4001698927186,0.999601454782,0.98265773008,0.62978660512748,0.9033884871797401,1.00014821305087,0.97713337221608,0.73240158627366,0.83126611116886,0.37685420808191994,0.8050234762717001,0.77272422829184
0.40087183378765,0.57096732886266,0.9952159219140001,0.6479375496396801,0.4002667366114,0.99960734262142,0.98299275088,0.6297188382756801,0.9047035113317401,1.0001446239746299,0.9786731849808799,0.73059751161974,0.83136803479014,0.3772686185803801,0.8078046157268,0.7729451269200601
0.400847635765,0.57119970422784,0.9950942354640001,0.648135767147,0.400363572685,0.99961383477502,0.9833300132432,0.62965106522252,0.90599150597656,1.0001386136919999,0.9801409802679198,0.72882269729046,0.8314967364125401,0.37768113832032,0.8105743703125001,0.77316053429126
0.4008153709746,0.57145782525544,0.994979301344,0.64832659051532,0.40044426344000006,0.99961963281208,0.9836339390132001,0.6295456281470001,0.90736220531254,1.0001292046908699,0.98165559051048,0.7268353145033599,0.8314726086,0.37811623691142004,0.8132686383924999,0.7734027454133601
0.4007831053154,0.57171586857504,0.9948446671940001,0.64851736212908,0.4005733573536,0.9996253883111801,0.9839998190912,0.62953809635312,0.90852738848806,1.0001193362198302,0.9829086545836199,0.72528521498904,0.83177006426214,0.3785073750000001,0.8160620573733,0.77358566358144
0.40074277201965003,0.5720254179840001,0.9946641216,0.6487374189114801,0.40088796553125006,0.99963425675902,0.9845687057108001,0.6298091927,0.90917612016984,1.000114740175,0.98358401765802,0.7249473988335,0.832997294646,0.37879767710550005,0.8192455411677,0.773596421174
0.40069437027285004,0.57233485549344,0.9944649236159999,0.648942743075,0.40125893568685,0.9996430222755001,0.9851896194512,0.63017050015088,0.90962434336344,1.00011257178268,0.9840476867892199,0.72504817273944,0.83453099339544,0.37904105978982006,0.8225092838556999,0.773542630656
0.40063789909760006,0.5726184082431399,0.994267409786,0.64913334748172,0.40159754722165003,0.99965106951808,0.9857571570868001,0.63047897724812,0.9101458696560001,1.000109195383,0.9845881916016801,0.72495332722136,0.83588834295576,0.3792991312819799,0.82564861237,0.7735211126601601
0.4006217639874,0.57297915757194,0.99407006,0.64939717583468,0.4019924729504,0.99966085197952,0.9863659400308,0.63087003137132,0.91073029573174,1.0001050181217501,0.98514269676392,0.72486439469606,0.83736391093926,0.37958973055062006,0.8289557660772999,0.77350497349254
0.40051688047685,0.5732109874269601,0.993858468074,0.6495144010314801,0.4022664264306,0.9996668977471199,0.9868688295700001,0.6310955453505199,0.9111318348375,1.00010277443767,0.98559277889882,0.7248584653500001,0.8386466167334999,0.37980106301952,0.8318473206837,0.77345117211494
0.40018603391040003,0.5731594751209601,0.9935985980240001,0.649199313872,0.40219391544165,0.99966267122398,0.9870901188928001,0.630862513052,0.9110773098360601,1.00010562040583,0.9858522398253801,0.7249651838054401,0.8393488937208601,0.37979750794199996,0.8337104022117001,0.77328434724864
0.39976629233360006,0.57297915757194,0.9933238978560001,0.6487300847955201,0.40200053130165003,0.9996553658875,0.9872133183892,0.63047145494768,0.91084539210456,1.0001102428236799,0.9860183623063199,0.72514300190424,0.8398484625446401,0.37971221963352,0.8351669747412,0.7730797685045601
0.39938678419485,0.57285033601024,0.9930551213759999,0.6483339288420801,0.40187159116565,0.9996492203395,0.9873814569332001,0.63015544919552,0.91069126316934,1.0001137996284701,0.9862088340124199,0.72528521498904,0.84043596207414,0.3796642732695,0.8367606126213001,0.77290203318086
0.39899099906,0.57274726477344,0.99274944,0.647915522027,0.40172651689685,0.9996430222755001,0.9875484861172,0.6298167217377201,0.91054481510784,1.0001174005600701,0.986457888842,0.7254570067080599,0.84104842034784,0.37961279802647996,0.8385011110917,0.77269189265624
0.39861124591965,0.5725926346058401,0.9925018100159999,0.64751890717292,0.40157336386000003,0.99963614374912,0.9876884062928,0.62948537165228,0.91034545328856,1.00012064699807,0.9865609180356198,0.72556360902966,0.84154793783904,0.37955070404838,0.8398181279232,0.7725301799830401
0.39832029004965,0.5723090733082601,0.99243925865,0.647217624572,0.4013960042754,0.9996311012723199,0.9877875302912,0.62922169187648,0.9100146499000601,1.00012310311567,0.98631182943818,0.72556360902966,0.8417870114457601,0.37946737458528,0.8400982362925,0.7724924387535
0.39804543377765,0.5719738341866399,0.9924412804560001,0.64693827212288,0.40121055479125,0.99962602518528,0.9878651332628001,0.62896545600368,0.9096439769046399,1.0001251897161199,0.98591329707818,0.7254747751989601,0.84191686706776,0.37937525225472,0.8399720205933001,0.7724978305493599
0.39775434107165003,0.5716900677399399,0.992406873306,0.64664409747968,0.40102507658240005,0.9996209154879999,0.9879518494671999,0.62869405096688,0.9093118836135,1.00012718962007,0.98556292053722,0.72535038368934,0.84208819487584,0.37928851386101997,0.8400233017232,0.77248704689376
0.39749553292125,0.57132877445514,0.992396738816,0.6463718768750001,0.40086376783440003,0.9996151269038199,0.98803825573,0.62844517585292,0.9088786605375,1.0001295423724699,0.9852616459228799,0.7255399214135001,0.84227758564806,0.37919123440512,0.8400982362925,0.7724600866368599
0.39717194454125004,0.57109643405856,0.992354100794,0.64605538070528,0.40064596657125,0.9996112442155001,0.9881150592832001,0.62816603491328,0.90864981834054,1.0001308969029998,0.9848126321004198,0.7250600272793599,0.8424098323353599,0.37911877201781996,0.8400351346636998,0.77247626298264
0.3966944930976,0.5711222527665001,0.992196750216,0.6455840544972801,0.40030708592565,0.9996125405455799,0.9881800325888,0.62782639792268,0.90902055622806,1.00012967664263,0.98395757870682,0.7226304570375001,0.84240723979606,0.37912230567798,0.8396996986452001,0.77262182422326
0.39615207327485,0.5712255198274601,0.9920087418500001,0.6450608100714801,0.3999277487776,0.9996151269038199,0.9882332707348,0.62746394758412,0.9095948890541401,1.00012757919728,0.98293571213312,0.71953806027494,0.8423501985375,0.37915411365221996,0.8392453145437,0.77281044541056
0.3956418143666,0.57130296196384,0.991839526856,0.6445666902680001,0.39955636648500004,0.9996170611583198,0.98828177488,0.62710132085132,0.91006558236294,1.0001259635474302,0.98196936869402,0.71681364096054,0.84232167403864,0.37917178866342005,0.8388417577453001,0.77296667225654
0.39513133994165006,0.57140620726656,0.9916345730340002,0.64405746140012,0.39920910087365,0.99962027441262,0.9883669916372,0.6267611980875201,0.91057997357976,1.00012352737148,0.98088285818528,0.713719322646,0.84227758564806,0.379194770358,0.8384258034687999,0.773165918166
