J27,J28,J29,J30,J34,J35,J36,J37,J20,J21,J22,J23,J13,J14,J15,J16
1.5199903899283438,-1.6114354121882828,-0.05883932814376061,-1.3489294027770553,1.5465476081591871,0.06767962973903553,-0.20634873043239865,-1.3007793409338742,0.01879232552347182,0.001834225382910639,-0.13226353734995625,1.5168041712241978,1.3287982300483807,0.005768205592133107,2.9222864609879777,1.222024278733031
1.5212285559663445,-1.6121146525321732,-0.05897350856652804,-1.3507158679660356,1.547562977721838,0.06695085539952893,-0.20697683142499923,-1.3012360830612153,0.01645245776528722,0.0017359332904326582,-0.1291305064928717,1.5135998622796918,1.3008810563050544,0.005889870459836039,2.773188458422092,1.2388188570294898
1.522399917657604,-1.6127055928646206,-0.05918032814376061,-1.352502319746123,1.5485709610709022,0.0662500947315782,-0.20759409872586496,-1.301681993769398,0.014960560128273764,0.0014460901120813335,-0.1259284572766884,1.5107857553346302,1.2748206309261925,0.005728700184041591,2.635220871483964,1.2550246413629706
1.5235990420722525,-1.6132806507404156,-0.05941314777347492,-1.3541708509327772,1.5495745585945415,0.06562459697227445,-0.2082025327912413,-1.3020828933974982,0.014268908211194337,0.0009746984903680174,-0.12273356971990138,1.508495627986943,1.2505990399830627,0.005342633148999184,2.5093857985753623,1.2704917059044338
1.5247871653526506,-1.613912297407001,-0.05954805014956219,-1.3559716101803518,1.5505737706811613,0.06486336533941116,-0.20876155544684627,-1.3025613211719114,0.014222056789162829,0.0003614316951739524,-0.12003102517821813,1.5053589663804219,1.2266102070379024,0.004872875773662969,2.3791400361130064,1.2885261614092411
1.5258784671249093,-1.6143236364850952,-0.05991042681747393,-1.3575052581273777,1.5515675977194103,0.06436938852131152,-0.20937890304119028,-1.3029293234631265,0.014963079583220025,-0.000388201280531087,-0.11738162156249607,1.5043977483945494,1.2070534849778851,0.004318689387025383,2.283982250533526,1.3010407191326836
1.5264653307229423,-1.6142376364850952,-0.061058422204967995,-1.3584532194426775,1.5527428608261822,0.06464413193854493,-0.21014465929197948,-1.3030349470091707,0.01665759251807855,-0.0012587471035620562,-0.11416633740348822,1.5091968010607124,1.1960008895418637,0.003655093538003514,2.2643365302090444,1.2974877799412516
1.5269186266053463,-1.6138707197250581,-0.06241780587146899,-1.3591867720358954,1.5540044852603123,0.06516611694981136,-0.2109599741487469,-1.3030821572026612,0.019052678961497198,-0.0021261137444025012,-0.1117701899747474,1.5156232989441738,1.1886804918363711,0.003145819381475499,2.271341716088174,1.2886275120031263
1.5274700087158244,-1.6135792974070011,-0.06351516845690919,-1.3599956857850588,1.555166564399829,0.06557360816794303,-0.21169321195525484,-1.303192581107068,0.02200572831089244,-0.0028673713573377922,-0.11120522787790724,1.5204940104547435,1.1807879543324846,0.002982637637341557,2.2663615774731043,1.2832589967544732
1.5279306672379196,-1.6133673564568556,-0.06469724969271687,-1.3608392199626071,1.5564151516850737,0.06596410150544282,-0.21247909305095797,-1.3032485811070678,0.025653764265807066,-0.0033785949495267766,-0.11215709608045236,1.524321177026736,1.1713463557944601,0.00311472797345168,2.261325690693252,1.276948571784197
1.5284794780774487,-1.6130959559232068,-0.06555805049400071,-1.3615546827251082,1.5575191969769888,0.06638984642446405,-0.21311952409626517,-1.3034452257577718,0.030307781371599726,-0.0035328951373487143,-0.11541676252430567,1.5271730378852317,1.1651938081515374,0.0035374978903646897,2.261908432454961,1.2725347946760082
1.5292475997785058,-1.6124158327255795,-0.06557142672276964,-1.3619779744145326,1.5583367603850828,0.06684984418681145,-0.21339626768747574,-1.3038559964250584,0.03624810220902449,-0.003191082858496762,-0.1215073359539282,1.5307673805230866,1.166560345222223,0.0042337055414340815,2.266656898411686,1.2741045005756408
1.5300442117839155,-1.611682389282473,-0.06531323788677357,-1.3622296301782852,1.5590559757194915,0.06729384577891637,-0.21353919193162796,-1.304397553666648,0.04348736107277365,-0.002130271061631684,-0.12982087563924233,1.5321835995908595,1.169268035437022,0.005040571448518735,2.275540890409223,1.277186864064296
1.5307241805467144,-1.6109660909229127,-0.06520675101505612,-1.362555414546412,1.55976655000466,0.06772385122439445,-0.2137565261878428,-1.304904001628118,0.0519767896321071,-0.00012579511284650465,-0.1395355676076854,1.5302350191002703,1.1677306392576932,0.005796778252232881,2.283332193835491,1.2789246183776277
