J27_n,J28_n,J29_n,J30_n,J34_n,J35_n,J36_n,J37_n,J20_n,J21_n,J22_n,J23_n,J13_n,J14_n,J15_n,J16_n
0.34803687748485,0.59802811278336,0.9952529370559999,0.64306748288588,0.296653548165,0.9883746970543799,0.8884965809908001,0.5461417912074801,0.791521884774,0.83517991403303,0.83790829074792,0.6022042329935,0.7899505142886399,0.69466419709272,0.8462930992317,0.62696598216216
0.3479106599106,0.59782812478336,0.9952930101060001,0.6427569081469999,0.296653548165,0.9883607084222199,0.8886315692800001,0.54606675911792,0.7912444861800599,0.8352075884844801,0.8380744101939199,0.60219710359776,0.78972298444896,0.69466875417702,0.8462350983252,0.62695217417184
0.34779284581840003,0.5976280870502401,0.9953345083940001,0.64245359777792,0.29664480872885,0.9883502114339199,0.88877357392,0.5459917208270001,0.7909728746562401,0.8352352606144701,0.83823712468698,0.60219710359776,0.78949832769846,0.6946733112892799,0.84618095428,0.62694527008086
0.34767502108340004,0.5974279995840001,0.995375825514,0.64215015871148,0.29664480872885,0.98833970971918,0.8889083944468,0.54592501491788,0.79070407422304,0.8352598561144701,0.83839643923098,0.60218997413814,0.7892735510229599,0.6946778684295,0.8461268007092,0.62693146170726
0.34754876848565003,0.59725288225434,0.995416961466,0.6418243736193201,0.29662732969365,0.9883257000806199,0.8890714888912,0.54583328629232,0.79040520453504,0.83529674592527,0.83857889072768,0.60218284461464,0.7890306575136601,0.69468698279382,0.8460610299957001,0.6269176530781401
0.34744775761085006,0.5970527015385,0.9954563444160001,0.6415503032484801,0.29663606923839997,0.98831518733752,0.8891707051327999,0.545783248592,0.79017193817496,0.83531211546172,0.83871151804928,0.60218284461464,0.7888326408605401,0.69468698279382,0.8460184649908,0.6269176530781401
0.3474561754824,0.59687750261544,0.9954892966500001,0.6414243438830001,0.29674093954,0.98830116299448,0.8891069283572001,0.54585830410892,0.79010013781464,0.8352752273705201,0.8387148330344999,0.60217571502726,0.7887636132361601,0.69466419709272,0.8460339438548,0.62695907819894
0.34749826402565,0.59670226561546,0.9955221306960002,0.6413576505555201,0.2968632783426,0.98828362074958,0.8889793197908,0.5459833828563201,0.7900941538969599,0.83521988749552,0.838665104682,0.6021685853759999,0.78874560417496,0.6946368551740799,0.8460726376128,0.6270143081160601
0.3475235165,0.59652699053856,0.995554846554,0.6412687164723201,0.2969681317026,0.98826957750078,0.88888001797,0.5460834334515201,0.79006124082534,0.8351706887000001,0.8386319481919999,0.6021614556608601,0.7887065819093401,0.69461407101078,0.8460958515348,0.6270626309398399
0.34754035121140003,0.59637672445224,0.9955874442239999,0.6411575333649201,0.29709918740685004,0.9882555258494201,0.8887877694032,0.5462084811921201,0.7900133626615,0.8351214825675201,0.83862863235578,0.6021471960389401,0.7886555473561601,0.6945867309375,0.8461268007092,0.62711785319136
0.34759085404240003,0.596176326154,0.9956199237059999,0.64111305529868,0.29718655108885,0.98823443261758,0.8886599774528,0.54629183678252,0.7900133626615,0.83507534515487,0.8385490420745,0.6021471960389401,0.78864353833056,0.69457306127832,0.8461500105488,0.6271592671970401
0.34773393478125003,0.5958004452985001,0.9956461300560001,0.64126130480108,0.29716034255440005,0.9881886657580001,0.8884539361300001,0.54626683090928,0.79013903120086,0.8350230482916801,0.83825704329402,0.60217571502726,0.7887365993565401,0.69459584418342,0.8461306691373001,0.62717307135456
