T,RSRFy
0,0
0.02,0
0.04,0
0.06,0
0.08,0
0.1,0
0.12,0
0.14,0
0.16,0
0.18,0
0.2,0
0.22,0
0.24,0
0.26,0
0.28,0
0.3,0
0.32,0
0.34,0
0.36,0
0.38,0
0.4,0
0.42,0
0.44,0
0.46,0
0.48,0
0.5,0
0.52,0
0.54,0
0.56,0
0.58,0
0.6,0
0.62,0
0.64,0
0.66,0
0.68,0
0.7,0
0.72,0
0.74,0
0.76,0
0.78,0
0.8,0
0.82,0
0.84,0
0.86,0
0.88,0
0.9,0
0.92,0
0.94,0
0.96,0
0.98,0
1,0
1.02,0
1.04,0
1.06,0
1.08,0
1.1,0
1.12,0
1.14,0
1.16,0
1.18,0
1.2,0
1.22,0
1.24,0
1.26,0
1.28,0
1.3,0
1.32,0
1.34,0
1.36,0
1.38,0
1.4,0
1.42,0
1.44,0
1.46,0
1.48,0
1.5,0
1.52,0
1.54,0
1.56,0
1.58,0
1.6,0
1.62,0
1.64,0
1.66,138.19976
1.68,134.72956
1.7,129.35375
1.72,122.63307
1.74,115.35588
1.76,108.32204
1.78,102.22698
1.8,97.67666
1.82,95.07253
1.84,94.55702
1.86,96.08921
1.88,99.50365
1.9,104.37588
1.92,110.11681
1.94,116.37369
1.96,122.87555
1.98,129.27486
2,135.26717
2.02,140.65552
2.04,145.40396
2.06,149.47701
2.08,152.76481
2.1,155.52537
2.12,157.95581
2.14,159.61079
2.16,160.17287
2.18,159.61589
2.2,157.90658
2.22,154.94603
2.24,150.82545
2.26,145.95254
2.28,140.69179
2.3,135.69589
2.32,131.59611
2.34,128.5004
2.36,126.45663
2.38,125.56039
2.4,125.92647
2.42,127.38407
2.44,129.5111
2.46,132.22499
2.48,135.06753
2.5,137.75179
2.52,139.99396
2.54,141.69217
2.56,142.87227
2.58,143.57278
2.6,143.80946
2.62,143.69332
2.64,143.45683
2.66,143.22907
2.68,143.04107
2.7,142.92403
2.72,142.84841
2.74,142.73681
2.76,142.54454
2.78,142.2269
2.8,141.76684
2.82,141.1642
2.84,140.35716
2.86,139.28417
2.88,137.92344
2.9,136.28616
2.92,134.40446
2.94,132.29355
2.96,130.00049
2.98,127.61205
3,125.23111
3.02,122.96607
3.04,120.88621
3.06,119.06041
3.08,117.53283
3.1,116.31989
3.12,115.4016
3.14,114.71755
3.16,114.20043
3.18,113.78242
3.2,113.40354
3.22,113.02581
3.24,112.61971
3.26,112.14503
3.28,111.59707
3.3,110.99213
3.32,110.35958
3.34,109.72536
3.36,109.12415
3.38,108.59861
3.4,108.18213
3.42,107.90133
3.44,107.77639
3.46,107.81203
3.48,107.99645
3.5,108.30335
3.52,108.6946
3.54,109.12652
3.56,109.55354
3.58,109.93242
3.6,110.22974
3.62,110.4247
3.64,110.5081
3.66,110.48337
3.68,110.36591
3.7,110.1805
3.72,109.95706
3.74,109.72588
3.76,109.51529
3.78,109.34787
3.8,109.23821
3.82,109.19073
3.84,109.19839
3.86,109.24658
3.88,109.31606
3.9,109.3856
3.92,109.43426
3.94,109.44273
3.96,109.39692
3.98,109.28925
4,109.12207
4.02,108.9078
4.04,108.66364
4.06,108.41275
4.08,108.185
4.1,108.01875
4.12,107.94794
4.14,107.98609
4.16,108.13432
4.18,108.38533
4.2,108.68655
4.22,108.93427
4.24,109.07407
4.26,109.09925
4.28,108.90403
4.3,108.46208
4.32,107.81209
4.34,107.0231
4.36,106.16789
4.38,105.29045
4.4,104.63633
4.42,104.64001
4.44,104.80885
4.46,104.51859
4.48,103.69869
4.5,102.7364
4.52,102.06405
4.54,101.37105
4.56,100.44579
4.58,99.24815
4.6,97.73206
4.62,95.85504
4.64,93.59368
4.66,91.0308
4.68,88.28749
4.7,85.62802
4.72,83.34305
4.74,81.38718
4.76,79.67386
4.78,78.20351
4.8,76.9218
4.82,75.73073
4.84,74.52893
4.86,73.22315
4.88,71.74205
4.9,70.09914
4.92,68.36861
4.94,66.55168
4.96,64.68608
4.98,62.90884
5,61.38744
5.02,60.34219
5.04,59.85497
5.06,59.99299
5.08,60.79055
