T,RSRFy
0,0
0.02,0
0.04,0
0.06,0
0.08,0
0.1,0
0.12,0
0.14,0
0.16,0
0.18,0
0.2,0
0.22,0
0.24,0
0.26,0
0.28,0
0.3,0
0.32,0
0.34,0
0.36,0
0.38,0
0.4,0
0.42,0
0.44,0
0.46,0
0.48,0
0.5,0
0.52,0
0.54,0
0.56,0
0.58,0
0.6,0
0.62,0
0.64,0
0.66,0
0.68,0
0.7,0
0.72,0
0.74,0
0.76,0
0.78,0
0.8,0
0.82,0
0.84,0
0.86,0
0.88,0
0.9,0
0.92,0
0.94,0
0.96,0
0.98,0
1,0
1.02,0
1.04,0
1.06,0
1.08,0
1.1,0
1.12,0
1.14,0
1.16,0
1.18,0
1.2,0
1.22,0
1.24,0
1.26,0
1.28,0
1.3,0
1.32,0
1.34,0
1.36,0
1.38,0
1.4,0
1.42,0
1.44,0
1.46,0
1.48,0
1.5,0
1.52,0
1.54,0
1.56,0
1.58,0
1.6,0
1.62,0
1.64,0
1.66,0
1.68,0
1.7,0
1.72,0
1.74,0
1.76,0
1.78,0
1.8,0
1.82,0
1.84,0
1.86,0
1.88,0
1.9,0
1.92,0
1.94,0
1.96,0
1.98,0
2,0
2.02,0
2.04,0
2.06,0
2.08,0
2.1,0
2.12,0
2.14,0
2.16,0
2.18,0
2.2,0
2.22,0
2.24,0
2.26,0
2.28,0
2.3,0
2.32,0
2.34,0
2.36,0
2.38,0
2.4,0
2.42,0
2.44,0
2.46,0
2.48,0
2.5,0
2.52,0
2.54,0
2.56,0
2.58,0
2.6,0
2.62,0
2.64,0
2.66,0
2.68,0
2.7,0
2.72,0
2.74,0
2.76,0
2.78,0
2.8,0
2.82,0
2.84,0
2.86,0
2.88,0
2.9,0
2.92,0
2.94,0
2.96,0
2.98,0
3,0
3.02,0
3.04,0
3.06,0
3.08,0
3.1,0
3.12,0
3.14,0
3.16,0
3.18,0
3.2,0
3.22,0
3.24,115.05557
3.26,123.373
3.28,128.78593
3.3,131.44022
3.32,131.46451
3.34,128.25373
3.36,121.81886
3.38,112.74534
3.4,101.91437
3.42,90.61375
3.44,79.5646
3.46,69.19591
3.48,60.38256
3.5,53.06381
3.52,47.36147
3.54,42.99505
3.56,39.71471
3.58,37.4181
3.6,35.9806
3.62,35.26962
3.64,35.15525
3.66,35.55004
3.68,36.40415
3.7,37.68643
3.72,39.37025
3.74,41.42237
3.76,43.81206
3.78,46.50656
3.8,49.45706
3.82,52.59554
3.84,55.85632
3.86,59.17713
3.88,62.49027
3.9,65.70735
3.92,68.72812
3.94,71.51367
3.96,74.062
3.98,76.36465
4,78.38956
4.02,80.10985
4.04,81.59517
4.06,82.93641
4.08,84.17966
4.1,85.34957
4.12,86.45298
4.14,87.50353
4.16,88.49295
4.18,89.36939
4.2,90.02535
4.22,90.3
4.24,90.09798
4.26,89.40612
4.28,88.21665
4.3,86.5957
4.32,84.73703
4.34,82.86852
4.36,81.15524
4.38,79.71221
4.4,78.85093
4.42,78.80714
4.44,79.3575
4.46,80.23692
4.48,81.33421
4.5,82.55526
4.52,83.72509
4.54,84.47153
4.56,84.61188
4.58,84.13278
4.6,83.12203
4.62,81.91892
4.64,80.66902
4.66,79.3577
4.68,78.02708
4.7,76.55979
4.72,74.76338
4.74,72.87226
4.76,71.21422
4.78,69.92744
4.8,69.18898
4.82,69.10472
4.84,69.60723
4.86,70.53635
4.88,71.73446
4.9,73.05787
4.92,74.37378
4.94,75.39086
4.96,75.87466
4.98,75.73811
5,74.99419
5.02,73.95083
5.04,72.81857
5.06,71.63648
5.08,70.46135
5.1,69.38023
5.12,68.31791
5.14,67.12022
5.16,65.87255
5.18,64.72395
5.2,63.85143
5.22,63.47166
5.24,63.68287
5.26,64.4436
5.28,65.67488
5.3,67.22707
5.32,68.89711
5.34,70.54175
5.36,72.05679
5.38,73.35506
5.4,74.3754
5.42,75.12953
5.44,75.66184
5.46,75.99101
5.48,76.14208
5.5,76.14437
5.52,76.01908
5.54,75.79097
5.56,75.48783
5.58,75.13196
5.6,74.75786
5.62,74.38923
