T,RSRFy
0,0
0.02,0
0.04,0
0.06,0
0.08,0
0.1,0
0.12,0
0.14,0
0.16,0
0.18,0
0.2,0
0.22,0
0.24,0
0.26,0
0.28,0
0.3,0
0.32,0
0.34,0
0.36,0
0.38,0
0.4,0
0.42,0
0.44,0
0.46,0
0.48,0
0.5,0
0.52,0
0.54,0
0.56,0
0.58,0
0.6,0
0.62,0
0.64,0
0.66,0
0.68,0
0.7,0
0.72,0
0.74,0
0.76,0
0.78,0
0.8,0
0.82,0
0.84,0
0.86,0
0.88,0
0.9,0
0.92,0
0.94,0
0.96,0
0.98,0
1,0
1.02,0
1.04,0
1.06,0
1.08,0
1.1,105.50388
1.12,99.9211
1.14,93.35969
1.16,86.15028
1.18,78.59897
1.2,71.09233
1.22,64.0306
1.24,57.81649
1.26,52.79402
1.28,49.23492
1.3,47.25111
1.32,46.77699
1.34,47.84287
1.36,50.48738
1.38,54.61044
1.4,59.90624
1.42,65.97863
1.44,72.71817
1.46,80.01172
1.48,87.57488
1.5,95.06324
1.52,102.20481
1.54,108.85966
1.56,114.78542
1.58,119.63848
1.6,123.10986
1.62,124.86115
1.64,124.49382
1.66,121.67798
1.68,116.23996
1.7,108.30088
1.72,98.04219
1.74,85.6724
1.76,71.7333
1.78,56.72612
1.8,41.29469
1.82,25.98948
1.84,11.29558
1.86,0
1.88,0
1.9,0
1.92,0
1.94,0
1.96,0
1.98,0
2,0
2.02,7.45627
2.04,20.41263
2.06,33.95146
2.08,47.51448
2.1,60.48724
2.12,72.3095
2.14,82.57743
2.16,91.14072
2.18,97.9307
2.2,103.03596
2.22,106.57407
2.24,108.5847
2.26,109.19853
2.28,108.65865
2.3,107.21379
2.32,105.15182
2.34,102.80949
2.36,100.46774
2.38,98.32544
2.4,96.5358
2.42,95.16533
2.44,94.18691
2.46,93.54745
2.48,93.19617
2.5,93.09384
2.52,93.21072
2.54,93.54755
2.56,94.15493
2.58,95.06954
2.6,96.29012
2.62,97.69816
2.64,99.2184
2.66,100.79127
2.68,102.30885
2.7,103.65662
2.72,104.71018
2.74,105.34817
2.76,105.47377
2.78,105.02613
2.8,104.05517
2.82,102.75546
2.84,101.19513
2.86,99.358
2.88,97.33746
2.9,95.16597
2.92,92.93539
2.94,90.82033
2.96,88.93296
2.98,87.3332
3,86.06723
3.02,85.15464
3.04,84.55092
3.06,84.1888
3.08,84.02043
3.1,83.97386
3.12,83.98867
3.14,84.06055
3.16,84.16945
3.18,84.28555
3.2,84.34973
3.22,84.15047
3.24,83.6436
3.26,83.10991
3.28,82.729
3.3,82.708
3.32,82.88607
3.34,83.17058
3.36,83.60527
3.38,84.1763
3.4,84.89101
3.42,85.88565
3.44,87.13345
3.46,88.31518
3.48,89.25566
3.5,89.75321
3.52,89.89944
3.54,89.83142
3.56,89.57013
3.58,89.14014
3.6,88.58742
3.62,87.9676
3.64,87.29328
3.66,86.52808
3.68,85.69996
3.7,84.83952
3.72,83.9651
3.74,83.13506
3.76,82.44073
3.78,81.93668
3.8,81.68076
3.82,81.69868
3.84,81.96413
3.86,82.43751
3.88,83.07467
3.9,83.8207
3.92,84.62766
3.94,85.43518
3.96,86.17277
3.98,86.78179
4,87.22856
4.02,87.44303
4.04,87.35913
4.06,86.95537
4.08,86.23424
4.1,85.21711
4.12,84.01984
4.14,82.70481
4.16,81.33364
4.18,79.97481
4.2,78.73679
4.22,77.77973
4.24,77.18188
4.26,76.94295
4.28,77.11336
4.3,77.72012
4.32,78.78684
4.34,80.25125
4.36,82.01556
4.38,84.00367
4.4,86.09685
4.42,88.24407
4.44,90.46158
4.46,92.55199
4.48,94.38237
4.5,95.84021
4.52,96.80596
4.54,97.22687
4.56,97.03785
4.58,96.24796
4.6,94.91231
4.62,93.15975
4.64,91.14611
4.66,89.03405
4.68,86.90219
4.7,84.90165
4.72,83.14917
4.74,81.64004
4.76,80.37093
4.78,79.39631
4.8,78.60856
4.82,77.88353
4.84,77.27459
4.86,76.85913
4.88,76.63159
4.9,76.58554
4.92,76.69041
4.94,76.93383
4.96,77.32556
