T,RSRFy
0,0
0.02,0
0.04,0
0.06,0
0.08,0
0.1,0
0.12,0
0.14,0
0.16,0
0.18,0
0.2,0
0.22,0
0.24,0
0.26,0
0.28,0
0.3,0
0.32,0
0.34,0
0.36,0
0.38,0
0.4,0
0.42,0
0.44,0
0.46,0
0.48,0
0.5,0
0.52,0
0.54,0
0.56,0
0.58,0
0.6,0
0.62,0
0.64,0
0.66,0
0.68,0
0.7,0
0.72,0
0.74,0
0.76,0
0.78,0
0.8,0
0.82,0
0.84,0
0.86,0
0.88,0
0.9,0
0.92,0
0.94,0
0.96,0
0.98,0
1,0
1.02,0
1.04,0
1.06,0
1.08,0
1.1,0
1.12,0
1.14,0
1.16,0
1.18,0
1.2,0
1.22,0
1.24,0
1.26,0
1.28,0
1.3,0
1.32,0
1.34,0
1.36,0
1.38,0
1.4,0
1.42,0
1.44,0
1.46,0
1.48,0
1.5,0
1.52,0
1.54,0
1.56,0
1.58,0
1.6,0
1.62,0
1.64,0
1.66,0
1.68,0
1.7,0
1.72,0
1.74,0
1.76,0
1.78,0
1.8,0
1.82,0
1.84,0
1.86,0
1.88,0
1.9,0
1.92,0
1.94,0
1.96,0
1.98,0
2,0
2.02,0
2.04,0
2.06,0
2.08,0
2.1,0
2.12,0
2.14,0
2.16,0
2.18,0
2.2,0
2.22,0
2.24,0
2.26,0
2.28,0
2.3,0
2.32,0
2.34,0
2.36,0
2.38,0
2.4,0
2.42,0
2.44,0
2.46,65.18095
2.48,68.91437
2.5,72.06241
2.52,74.66779
2.54,76.9142
2.56,79.05838
2.58,81.43065
2.6,84.51529
2.62,88.98986
2.64,96.01286
2.66,105.90762
2.68,119.55646
2.7,138.43322
2.72,164.08105
2.74,197.01635
2.76,237.40526
2.78,280.83257
2.8,332.6829
2.82,391.38617
2.84,452.25783
2.86,510.23552
2.88,561.52479
2.9,604.0926
2.92,637.34844
2.94,661.56956
2.96,677.81902
2.98,682.92792
3,679.212
3.02,676.53396
3.04,674.71684
3.06,673.31859
3.08,672.63126
3.1,672.57731
3.12,673.08939
3.14,673.81297
3.16,674.46208
3.18,674.97987
3.2,675.38997
3.22,675.76159
3.24,676.05433
3.26,675.96423
3.28,675.64111
3.3,675.51487
3.32,675.66492
3.34,675.9875
3.36,676.41903
3.38,676.98817
3.4,677.78557
3.42,678.89571
3.44,680.2753
3.46,681.87433
3.48,683.69384
3.5,685.76624
3.52,688.10991
3.54,690.58497
3.56,693.05453
3.58,695.44791
3.6,697.70291
3.62,699.75724
3.64,701.54861
3.66,703.05674
3.68,704.25425
3.7,705.37044
3.72,706.64949
3.74,707.79735
3.76,708.55487
3.78,708.91582
3.8,708.85311
3.82,708.32754
3.84,707.28907
3.86,705.72433
3.88,703.6409
3.9,701.12437
3.92,698.25516
3.94,694.96945
3.96,691.32362
3.98,687.41832
4,683.50563
4.02,679.87971
4.04,676.47474
4.06,673.21115
4.08,670.09373
4.1,667.21407
4.12,664.62134
4.14,662.04212
4.16,659.29828
4.18,656.62092
4.2,654.14904
4.22,652.21911
4.24,652.59964
4.26,655.67559
4.28,661.32291
4.3,667.99913
4.32,673.42677
4.34,677.08929
4.36,679.31142
4.38,680.2872
4.4,679.53957
4.42,677.37782
4.44,0
4.46,0
4.48,0
4.5,0
4.52,0
4.54,0
4.56,0
4.58,0
4.6,0
4.62,0
4.64,0
4.66,0
4.68,0
4.7,0
4.72,0
4.74,0
4.76,0
4.78,0
4.8,0
4.82,0
4.84,0
4.86,0
4.88,0
4.9,0
4.92,0
4.94,0
4.96,0
4.98,0
5,0
5.02,0
5.04,0
5.06,0
5.08,0
5.1,0
5.12,0
5.14,0
5.16,0
5.18,0
5.2,0
5.22,0
5.24,0
5.26,0
5.28,0
5.3,0
5.32,0
5.34,0
5.36,0
5.38,0
5.4,0
5.42,0
5.44,0
5.46,0
5.48,0
5.5,0
5.52,0
5.54,0
5.56,0
5.58,0
5.6,0
5.62,0
5.64,0
5.66,0
5.68,0
5.7,0
5.72,0
5.74,0
5.76,0
5.78,0
5.8,0
5.82,0
