T,RSRFy
0,0
0.02,0
0.04,0
0.06,0
0.08,0
0.1,0
0.12,0
0.14,0
0.16,0
0.18,0
0.2,0
0.22,0
0.24,0
0.26,0
0.28,0
0.3,0
0.32,0
0.34,0
0.36,0
0.38,0
0.4,0
0.42,0
0.44,0
0.46,0
0.48,0
0.5,0
0.52,0
0.54,0
0.56,0
0.58,0
0.6,0
0.62,0
0.64,0
0.66,0
0.68,0
0.7,0
0.72,0
0.74,0
0.76,0
0.78,0
0.8,0
0.82,0
0.84,0
0.86,0
0.88,0
0.9,0
0.92,0
0.94,0
0.96,0
0.98,0
1,0
1.02,0
1.04,0
1.06,0
1.08,0
1.1,0
1.12,0
1.14,0
1.16,0
1.18,0
1.2,0
1.22,0
1.24,0
1.26,0
1.28,0
1.3,0
1.32,0
1.34,0
1.36,0
1.38,0
1.4,0
1.42,0
1.44,0
1.46,0
1.48,0
1.5,0
1.52,0
1.54,0
1.56,0
1.58,0
1.6,0
1.62,0
1.64,0
1.66,0
1.68,0
1.7,0
1.72,0
1.74,0
1.76,0
1.78,0
1.8,0
1.82,0
1.84,0
1.86,0
1.88,0
1.9,0
1.92,0
1.94,0
1.96,0
1.98,0
2,0
2.02,0
2.04,0
2.06,0
2.08,0
2.1,0
2.12,0
2.14,0
2.16,0
2.18,0
2.2,0
2.22,0
2.24,0
2.26,0
2.28,0
2.3,0
2.32,0
2.34,0
2.36,0
2.38,0
2.4,0
2.42,0
2.44,0
2.46,69.85695
2.48,72.91087
2.5,75.45488
2.52,77.52206
2.54,79.31493
2.56,81.12365
2.58,83.29943
2.6,86.31379
2.62,90.82306
2.64,97.9677
2.66,108.02803
2.68,121.86348
2.7,140.78431
2.72,166.18334
2.74,198.67243
2.76,238.52641
2.78,286.00765
2.8,339.46529
2.82,395.09034
2.84,453.39505
2.86,509.4331
2.88,559.40149
2.9,601.20285
2.92,634.16674
2.94,658.50254
2.96,675.16446
2.98,681.82235
3,678.73389
3.02,676.51501
3.04,675.01597
3.06,674.05792
3.08,673.53158
3.1,673.38163
3.12,673.71404
3.14,674.25477
3.16,674.75967
3.18,675.18026
3.2,675.54448
3.22,675.91516
3.24,676.25119
3.26,676.29581
3.28,676.10662
3.3,676.1329
3.32,676.43096
3.34,676.9016
3.36,677.45494
3.38,678.10065
3.4,678.90617
3.42,679.92678
3.44,681.11711
3.46,682.43074
3.48,683.86442
3.5,685.45536
3.52,687.23012
3.54,689.06817
3.56,690.86054
3.58,692.56961
3.6,694.17083
3.62,695.64678
3.64,696.95307
3.66,698.07419
3.68,698.99809
3.7,699.91016
3.72,700.99515
3.74,702.00321
3.76,702.7139
3.78,703.10518
3.8,703.13752
3.82,702.7602
3.84,701.91124
3.86,700.56655
3.88,698.72913
3.9,696.47385
3.92,693.88684
3.94,690.97034
3.96,687.79706
3.98,684.47743
4,681.22047
4.02,678.23193
4.04,675.50278
4.06,673.02998
4.08,670.88057
4.1,669.1679
4.12,667.96903
4.14,667.22471
4.16,666.874
4.18,666.90113
4.2,667.39042
4.22,667.78117
4.24,668.18336
4.26,668.5627
4.28,668.79693
4.3,668.80443
4.32,668.74679
4.34,668.54119
4.36,668.15357
4.38,667.80491
4.4,667.65141
4.42,668.41751
4.44,0
4.46,0
4.48,0
4.5,0
4.52,0
4.54,0
4.56,0
4.58,0
4.6,0
4.62,0
4.64,0
4.66,0
4.68,0
4.7,0
4.72,0
4.74,0
4.76,0
4.78,0
4.8,0
4.82,0
4.84,0
4.86,0
4.88,0
4.9,0
4.92,0
4.94,0
4.96,0
4.98,0
5,0
5.02,0
5.04,0
5.06,0
5.08,0
5.1,0
5.12,0
5.14,0
5.16,0
5.18,0
5.2,0
5.22,0
5.24,0
5.26,0
5.28,0
5.3,0
5.32,0
5.34,0
5.36,0
5.38,0
5.4,0
5.42,0
5.44,0
5.46,0
5.48,0
5.5,0
5.52,0
5.54,0
5.56,0
5.58,0
5.6,0
5.62,0
5.64,0
5.66,0
5.68,0
5.7,0
5.72,0
5.74,0
5.76,0
5.78,0
5.8,0
5.82,0
