T,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40
0,-0.0054,0.00032,-0.00651,-0.0345,-0.00774,0.01355,-0.01997,0.00237,0.00013,0.02673,-0.02969,-5e-05,0.34569,0.18912,-2.51751,-0.19774,0.14785,-0.16024,-0.22324,-0.01732,0.18072,-1.10799,-0.41417,-0.16033,0.11939,-0.09884,-0.01027,-0.1674,-0.70805,0.02643,0.06912,0.07127,0.04182,-0.00406,-0.01612,0.0269,0.01357,0.00155,-0.00303,0.00299
0.02,-0.01252,-0.00048,-0.00363,-0.04068,-0.01057,0.01757,-0.03527,0.00544,0.00394,0.02538,-0.03686,-4e-05,0.46739,0.22526,-2.91783,-0.27129,0.16716,-0.16826,-0.20385,-0.01075,0.22272,-1.08274,-0.50574,-0.15474,0.10421,-0.10865,0.00412,-0.17897,-0.74144,0.02688,0.0724,0.07635,0.04406,0.00856,-0.02455,0.01105,0.01263,0.00025,-0.00279,0.00459
0.04,-0.02254,-0.00168,0.00105,-0.04854,-0.01456,0.02286,-0.05657,0.0098,0.01032,0.02199,-0.04532,-3e-05,0.60422,0.2646,-3.31475,-0.36245,0.18394,-0.17077,-0.16099,0.00382,0.27167,-0.97851,-0.60945,-0.13688,0.07512,-0.11648,0.02578,-0.18955,-0.76536,0.02623,0.07482,0.08119,0.04587,0.02736,-0.03586,-0.01342,0.01055,-0.00173,-0.00225,0.00682
0.06,-0.03505,-0.00327,0.00752,-0.05729,-0.01941,0.02917,-0.08342,0.01535,0.01943,0.01661,-0.05442,-3e-05,0.74623,0.30351,-3.65285,-0.46856,0.19486,-0.16463,-0.08829,0.0286,0.32479,-0.77106,-0.71858,-0.1029,0.0292,-0.1203,0.05431,-0.19667,-0.77013,0.02378,0.07543,0.08475,0.04667,0.05175,-0.04958,-0.04666,0.00703,-0.00434,-0.0014,0.00959
0.08,-0.04943,-0.00523,0.01573,-0.06598,-0.02472,0.03609,-0.11491,0.0219,0.03136,0.00926,-0.06322,-2e-05,0.87779,0.33663,-3.85596,-0.58402,0.19547,-0.14605,0.02073,0.06598,0.37755,-0.43413,-0.82238,-0.04872,-0.03629,-0.11748,0.08893,-0.19736,-0.74447,0.01879,0.07312,0.08574,0.04576,0.08083,-0.06496,-0.08842,0.00177,-0.00748,-0.00021,0.01275
0.1,-0.06495,-0.00752,0.02561,-0.07363,-0.03012,0.04314,-0.14969,0.02916,0.04621,-0.00019,-0.07052,-2e-05,0.97676,0.357,-3.82866,-0.69989,0.18028,-0.11095,0.17186,0.11839,0.42362,0.05855,-0.90583,0.02959,-0.12363,-0.10496,0.12867,-0.18861,-0.67757,0.0106,0.06685,0.08293,0.04248,0.11357,-0.08104,-0.13811,-0.00547,-0.01106,0.00135,0.01617
0.12,-0.0808,-0.0101,0.03708,-0.07944,-0.03538,0.04981,-0.18615,0.03684,0.06416,-0.01204,-0.07492,-3e-05,1.01379,0.35623,-3.45979,-0.80345,0.14287,-0.05528,0.36946,0.18821,0.45481,0.73056,-0.94952,0.1353,-0.23421,-0.07936,0.17247,-0.1679,-0.5612,-0.00131,0.05584,0.07526,0.03632,0.14895,-0.09672,-0.19481,-0.01487,-0.01499,0.00333,0.01965
0.14,-0.09622,-0.01288,0.05009,-0.08292,-0.04041,0.05561,-0.22237,0.04463,0.08544,-0.02677,-0.07489,-6e-05,0.95209,0.32486,-2.62834,-0.87806,0.07628,0.02449,0.61549,0.27743,0.46106,1.59961,-0.92978,0.27052,-0.36805,-0.03729,0.21932,-0.13372,-0.3919,-0.01715,0.03981,0.0622,0.02707,0.18617,-0.11081,-0.25721,-0.02648,-0.01919,0.00577,0.02304
0.16,-0.11049,-0.0158,0.06459,-0.08404,-0.04544,0.06014,-0.25635,0.0522,0.11039,-0.04505,-0.06885,-9e-05,0.7478,0.253,-1.21238,-0.90313,-0.02658,0.13075,0.90855,0.38718,0.43058,2.67409,-0.81923,0.43556,-0.52333,0.02432,0.26834,-0.08602,-0.17298,-0.03675,0.01915,0.04385,0.01493,0.2247,-0.12212,-0.32357,-0.0402,-0.02363,0.00872,0.02619
0.18,-0.12305,-0.01877,0.08058,-0.08335,-0.05099,0.06314,-0.28602,0.05928,0.13946,-0.06763,-0.05531,-0.00014,0.35142,0.13108,0.89883,-0.85459,-0.17222,0.26421,1.24297,0.51708,0.35005,3.94962,-0.58769,0.62845,-0.69589,0.1078,0.31885,-0.02664,0.08414,-0.05949,-0.00489,0.02116,0.0006,0.26439,-0.1295,-0.39164,-0.05572,-0.02828,0.01222,0.02897
