T,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40
0,0.00085,-0.00023,-0.00403,0.01462,-0.01994,0.00487,0.00358,-0.00166,-0.01333,0.01456,-0.0093,-0.00017,-1.95512,-0.14381,-1.39585,-0.15706,0.1058,0.11316,-0.0051,-0.09843,0.07608,-0.11153,-0.14731,-0.06408,0.04421,-0.0082,0.00441,-0.00406,0.03076,0.01278,-0.01203,-0.01167,-0.0024,0.02813,-0.22392,-0.85793,-0.0025,-0.04882,0.05957,0.03753
0.02,0.00044,-0.0003,-0.00481,0.01755,-0.02266,0.00356,0.00398,-0.00165,-0.01512,0.01762,-0.00944,-0.00014,-2.29701,-0.16088,-1.85723,-0.19344,0.13345,0.11715,0.00995,-0.07568,0.088,-0.13491,-0.16983,-0.07011,0.0509,-0.00306,0.00707,0.01036,0.09713,0.01344,-0.01791,-0.0186,-0.00553,0.03347,-0.28223,-1.09741,-0.00202,-0.06328,0.07888,0.0486
0.04,-2e-05,-0.00041,-0.00566,0.02129,-0.02561,0.00157,0.00434,-0.00142,-0.01721,0.02095,-0.00904,-0.00011,-2.65753,-0.17316,-2.42874,-0.23488,0.16619,0.11526,0.03259,-0.03769,0.09823,-0.15905,-0.19085,-0.07411,0.05766,0.00416,0.01059,0.03127,0.19076,0.01349,-0.02581,-0.02807,-0.00991,0.03973,-0.35772,-1.41075,-0.0011,-0.0822,0.10435,0.0631
0.06,-0.00045,-0.00053,-0.00653,0.02559,-0.02844,-0.00113,0.00447,-0.00076,-0.01936,0.02409,-0.00782,-7e-05,-2.99972,-0.17649,-3.09351,-0.27888,0.20218,0.10476,0.06394,0.0183,0.10442,-0.18024,-0.20682,-0.07461,0.06362,0.01349,0.01466,0.05767,0.30649,0.01258,-0.03527,-0.0395,-0.01528,0.04611,-0.44543,-1.77848,0.00035,-0.10445,0.13442,0.08015
0.08,-0.00072,-0.00067,-0.00735,0.03011,-0.0307,-0.00449,0.0042,0.00054,-0.02127,0.02648,-0.00546,-4e-05,-3.26982,-0.16563,-3.81586,-0.32135,0.23845,0.08245,0.10469,0.09463,0.10355,-0.1937,-0.21304,-0.06977,0.06759,0.02478,0.0189,0.08818,0.43724,0.01031,-0.04561,-0.05211,-0.02129,0.05159,-0.53844,-2.17327,0.00246,-0.1284,0.16687,0.09847
0.1,-0.0007,-0.00082,-0.00798,0.03446,-0.03183,-0.00847,0.00334,0.00266,-0.02257,0.02742,-0.00166,-2e-05,-3.39771,-0.13434,-4.5391,-0.35651,0.27081,0.0449,0.15488,0.19273,0.09198,-0.19378,-0.20365,-0.05743,0.06805,0.03764,0.02291,0.12126,0.57519,0.00625,-0.05609,-0.06501,-0.02757,0.05511,-0.62889,-2.56402,0.0053,-0.15218,0.19921,0.11661
0.12,-0.00028,-0.00098,-0.00825,0.03824,-0.03128,-0.01292,0.00176,0.00573,-0.023,0.02617,0.00383,-1e-05,-3.29912,-0.07559,-5.18467,-0.37671,0.29391,-0.01137,0.21376,0.3125,0.0655,-0.17411,-0.17179,-0.03511,0.06327,0.05139,0.02625,0.15543,0.71267,-4e-05,-0.06593,-0.07736,-0.03374,0.05562,-0.70895,-2.91959,0.00893,-0.17389,0.22889,0.13314
0.14,0.00069,-0.00112,-0.00792,0.04116,-0.02849,-0.01766,-0.00062,0.0098,-0.02237,0.02194,0.01121,-3e-05,-2.88,0.01822,-5.6534,-0.37244,0.30138,-0.0895,0.27953,0.45161,0.01935,-0.12757,-0.10966,-8e-05,0.05134,0.06497,0.02856,0.1894,0.8429,-0.00895,-0.07443,-0.08839,-0.03949,0.05228,-0.77166,-3.21236,0.01336,-0.19176,0.25366,0.14674
0.16,0.00238,-0.00125,-0.00669,0.04304,-0.02304,-0.02239,-0.00377,0.01479,-0.0207,0.01392,0.02052,-7e-05,-2.04349,0.15481,-5.8293,-0.33234,0.28605,-0.19191,0.3492,0.60466,-0.05172,-0.04639,-0.00872,0.05052,0.03035,0.07691,0.02954,0.22216,0.96047,-0.02078,-0.081,-0.09754,-0.04457,0.04451,-0.81181,-3.42148,0.01857,-0.20439,0.27173,0.15644
0.18,0.00494,-0.00137,-0.00421,0.0439,-0.01462,-0.02672,-0.00753,0.0205,-0.01827,0.00136,0.03171,-0.00013,-0.69968,0.34153,-5.58661,-0.24339,0.24037,-0.31986,0.4185,0.76238,-0.15336,0.07791,0.13997,0.11963,-0.00147,0.08531,0.02894,0.25302,1.06167,-0.03572,-0.08524,-0.10446,-0.04884,0.03209,-0.82656,-3.53547,0.02448,-0.21089,0.28203,0.16166
